row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Orbi_P_E2_EXBLANKA.mzML Peak area,Orbi_P_E2_EXBLANKB.mzML Peak area,Orbi_P_E2_EXBLANKC.mzML Peak area,Orbi_P_E2_WS03A.mzML Peak area,Orbi_P_E2_WS03B.mzML Peak area,Orbi_P_E2_WS03C.mzML Peak area,Orbi_P_E2_Wasteblank4.mzML Peak area,Orbi_P_E2_Wasteblank5.mzML Peak area,Orbi_P_E2_Wasteblank6.mzML Peak area,
11710,256.1548416628101,5.168497,,,,391,1516,[M+NH4]+,,4,11706;11710;11719;11705,238.12097,1193.2675,1075.8704,957.893,6073.5967,4829.894,7749.79,192.64534,180.91687,175.58952,
11705,261.110544102295,5.1692796,,,,391,1516,[M+Na]+,,4,11706;11710;11719;11705,238.12097,57652.61,46907.86,41707.902,233395.78,198005.27,317017.94,8253.803,7374.0166,7100.114,
11706,239.12861584860306,5.1693687,,,,391,1516,[M+H]+,,4,11710;11706;11719;11705,238.12097,24249.262,18353.906,19305.568,101431.79,80212.266,132901.67,3607.5215,5666.453,6749.6733,
11719,277.08337065013416,5.176291,,,,391,1516,[M+K]+,,4,11706;11710;11719;11705,238.12097,7237.187,6280.9062,5509.705,311.2121,17069.945,36254.15,1111.7397,1290.9562,1027.6859,
11721,300.21795459673325,5.1767673,,,,364,1517,[M+H]+,,3,11722;11727;11721,299.21248,7867.3916,250.64696,369.5295,127.56497,71.01872,161.71774,327.2764,178.32536,44.402836,
11751,506.31834814033766,5.184754,,,,391,1518,[M+NH4]+,,2,11751;11761,488.28143,0,33.423405,95.53844,8051.152,8777.633,7502.1753,51.711124,33.902695,54.85281,
11727,338.1753757306035,5.1875253,,,,364,1517,[M+K]+,,3,11722;11727;11721,299.21248,2406.56,0,0,0,0,0,0,0,0,
11739,370.2380198834985,5.196429,,,,359,1519,[M+K]+,,3,11745;11747;11739,331.2742,3970.6514,72.56403,172.97806,0,0,0,0,0,0,
11745,354.2634609976887,5.1981883,,,,359,1519,[M+Na]+,,3,11745;11747;11739,331.2742,15849.86,878.03107,941.27515,0,0,0,0,0,0,
11747,332.28076445017297,5.198569,,,,359,1519,[M+H]+,,3,11745;11747;11739,331.2742,15496.996,881.5933,1092.6448,0,0,0,0,0,0,
11753,767.4235891372565,5.2003345,,,,391,1520,[M+H]+,,4,11753;11764;11772;11773,766.4159,0,0,0,2486.4595,2813.8516,2913.9812,0,0,0,
11738,330.26474180190996,5.201973,,,,,,,,,,,26880.465,295.95682,673.30493,48.336018,55.768333,39.935474,33.854492,38.188667,32.178337,
11761,511.26754627151644,5.2023735,,,,391,1518,[M+Na]+,,2,11751;11761,488.28143,0,0,0,2193.1296,2373.576,1625.0704,0,0,0,
11762,570.2751652234879,5.2023735,,,,391,,,,,,,0,0,0,42514.652,48138.66,45926.703,0,0,0,
11764,784.4499153534676,5.2023735,,,,391,1520,[M+NH4]+,,4,11753;11772;11764;11773,766.4159,0,0,0,117396.71,129171.69,125041.65,0,0,0,
11772,789.4049746029077,5.2044163,,,,391,1520,[M+Na]+,,4,11753;11764;11772;11773,766.4159,0,0,0,15610.225,17379.34,15961.949,0,0,0,
11773,805.3786079240843,5.2044163,,,,391,1520,[M+K]+,,4,11753;11764;11772;11773,766.4159,0,0,0,2823.1545,3213.8694,2878.3708,0,0,0,
11776,289.2376865712027,5.206431,,,,391,1521,[M+H]+,,2,11769;11776,288.23133,0,0,0,2593.1685,2389.4624,2507.2915,0,0,0,
11767,271.22767373888644,5.2098994,,,,391,1521,[M+H-H2O]+,,2,11769;11767,288.23133,199.05577,242.82237,72.21146,3664.4685,3724.482,3930.8198,133.77869,99.04113,168.35304,
11785,509.2531425233946,5.2105064,,,,391,,,,,,,0,0,0,7755.4976,8225.651,6965.8975,0,0,0,
11786,549.2164588622389,5.2105103,,,,391,1522,[M+H-H2O]+,,2,11786;11809,566.22011,0,0,0,6129.379,6747.5103,6381.252,0,0,0,
11854,452.2784585446677,5.212587,,,,395,1525,[M+NH4]+,,3,11853;11867;11854,434.24576,0,46.577065,0,25262.19,30375.617,25126.092,0,52.720898,60.161903,
11769,311.2218456239333,5.2143903,,,,391,1521,[M+Na]+,,3,11769;11776;11767,288.23133,284.28677,139.39653,133.06943,4784.8276,4552.3438,3145.5552,58.1239,139.38223,200.6036,
11807,504.2961194856691,5.216577,,,,391,,,,,,,0,0,0,11036.216,12490.623,11365.064,0,0,0,
11808,507.21499341707664,5.216577,,,,391,1524,[M+K]+,,4,11813;11808;11821;11814,468.25197,0,0,0,4479.874,5173.3506,5084.2104,0,0,0,
11809,584.2543039944171,5.216577,,,,391,1522,[M+NH4]+,,2,11786;11809,566.22011,0,0,0,9544.335,10712.149,10647.575,0,0,0,
11813,469.2595157501465,5.218613,,,,391,1524,[M+H]+,,4,11813;11808;11821;11814,468.25197,0,0,0,5195.204,5779.7114,5223.9814,0,0,0,
11814,491.24103224722995,5.218613,,,,391,1524,[M+Na]+,,4,11813;11808;11821;11814,468.25197,0,0,0,8415.528,9949.071,9058.926,0,0,0,
11821,486.28582341255856,5.222693,,,,391,1524,[M+NH4]+,,4,11813;11808;11821;11814,468.25197,0,0,0,4199.8833,5272.661,4567.503,0,0,0,
11873,322.2031816440965,5.2278557,,,,392,1528,[M+Na]+,,3,11919;11873;11926,299.21226,3770.7566,0,0,0,35.53735,0,0,0,0,
11846,366.22765414496456,5.2303915,,,,365,1529,[M+Na]+,,2,11838;11846,343.23848,13881.024,408.47162,473.6089,0,0,34.55459,0,0,31.18869,
11868,471.20345391062585,5.246911,,,,395,1527,[M+H]+,,2,11868;11869,470.19431,0,24.899136,0,11239.937,11164.391,9262.229,0,0,28.892754,
11842,611.2541574228288,5.2471275,,,,395,1526,[M+H]+,,3,11842;11849;11847,610.2468,0,0,0,22689.053,25544.44,22153.238,0,0,0,
11847,633.2357983539272,5.247162,,,,395,1526,[M+Na]+,,3,11842;11849;11847,610.2468,0,0,0,2101.6985,3050.0,1310.8923,0,0,0,
11931,387.2603925157957,5.247624,,,,392,1531,[M+Na]+,,2,11930;11931,364.2724,304.2718,401.0324,366.11542,0,0,0,0,0,0,
11849,628.2807546867467,5.251239,,,,395,1526,[M+NH4]+,,3,11842;11849;11847,610.2468,0,0,0,25877.078,29765.941,27132.92,0,0,0,
11878,288.2538229963028,5.2540007,,,,392,1530,[M+H]+,,2,11905;11878,287.24668,11459.658,1004.39343,1038.4083,32.32428,33.8299,0,140.39038,166.24272,214.41037,
11853,435.25362936576363,5.255357,,,,395,1525,[M+H]+,,2,11853;11854,434.24576,0,0,0,119620.34,128491.84,111477.805,0,0,0,
11869,488.22791081408275,5.2581744,,,,395,1527,[M+NH4]+,,3,11868;11891;11869,470.19431,64.21532,208.16046,154.05138,4523.353,4993.7046,4433.3027,181.51776,157.1909,241.80833,
11867,417.242993168865,5.259417,,,,395,1525,[M+H-H2O]+,,2,11867;11854,434.24576,0,0,0,4710.5703,5389.682,4633.6836,0,0,0,
11843,405.22702899922905,5.2595563,,,,395,1536,[M+Na]+,,2,11862;11843,382.23688,0,0,0,1137.5192,1171.3655,787.6263,27.791317,27.696135,24.475483,
11905,310.23600855762663,5.261209,,,,392,1530,[M+Na]+,,3,11905;11878;11904,287.24668,22363.574,1934.8953,1992.6527,0,0,32.974564,35.3377,126.20272,59.3867,
11889,471.2748637485975,5.2620616,,,,395,1534,[M+H]+,,7,11890;11892;11909;11894;11900;11889;11901,470.26753,0,0,0,1543777.2,1692850.1,1450792.0,0,0,0,
11890,488.30130835915253,5.2620616,,,,395,1534,[M+NH4]+,,7,11899;11890;11892;11894;11900;11889;11901,470.26753,0,0,0,739879.6,813169.1,693328.56,0,0,0,
11891,493.181874630919,5.262061,,,,395,1527,[M+Na]+,,2,11869;11891,470.19431,0,0,0,4607.2417,4954.915,4604.2505,0,0,0,
11892,493.2565771369691,5.2620616,,,,395,1534,[M+Na]+,,7,11899;11890;11892;11909;11894;11889;11901,470.26753,0,0,0,874566.75,915343.9,859819.6,0,0,0,
11893,502.3168767139311,5.2620616,,,,395,,,,,,,0,0,0,70161.59,74378.98,61687.062,0,0,0,
11894,509.2304584806472,5.2620616,,,,395,1534,[M+K]+,,7,11899;11890;11892;11909;11894;11900;11889,470.26753,0,0,0,468416.2,512654.84,469937.62,0,0,0,
11896,516.3328031361863,5.2620616,,,,395,,,,,,,0,0,0,39925.004,38800.035,34661.227,0,0,0,
11897,561.2449235819009,5.2620616,,,,395,1532,[M+Na]+,,2,11897;11898,538.25552,0,0,0,10273.84,11667.677,9614.944,0,0,0,
11898,577.2185006117311,5.2620616,,,,395,1532,[M+K]+,,2,11897;11898,538.25552,0,0,0,1595.2648,1504.5514,1724.0759,0,0,0,
11900,963.5241995366256,5.2620616,,,,395,1534,[2M+Na]+,,4,11890;11894;11889;11900,470.26753,0,0,0,164911.7,191371.1,150915.27,0,0,0,
11901,979.5007747491944,5.2620616,,,,395,1534,[2M+K]+,,4,11890;11892;11889;11901,470.26753,0,0,0,14064.419,16049.04,12300.891,0,0,0,
11904,270.2434168140968,5.2629457,,,,392,1530,[M+H-H2O]+,,2,11905;11904,287.24668,9890.975,438.37915,541.543,0,0,0,0,0,0,
11909,958.5678760258342,5.264087,,,,395,1534,[2M+NH4]+,,4,11892;11894;11909;11889,470.26753,0,0,0,4882.187,5596.7344,3650.3733,0,0,0,
11912,531.3070545783853,5.264708,,,,395,,,,,,,0,0,0,42239.363,46224.55,38215.29,0,0,0,
11856,189.16436740283038,5.269443,,,,392,1537,[M+H-H2O]+,,2,11929;11856,206.16775,2568.7947,38.28627,138.60664,59.200714,0,128.1257,96.29828,27.041765,42.263466,
11922,207.17500558922515,5.2697678,,,,392,1537,[M+H]+,,2,11922;11929,206.16775,4676.177,409.45248,418.49146,72.97365,128.932,60.37992,142.85646,90.44571,95.634865,
11899,941.541670960735,5.2715106,,,,395,1534,[2M+H]+,,4,11899;11890;11892;11894,470.26753,0,0,0,3929.6978,4206.1274,2811.801,0,0,24.052242,
11936,280.1648040019117,5.271967,,,,392,1538,[M+K]+,,3,11929;11936;11932,241.20391,12889.758,745.4429,813.5045,33.567543,60.586445,136.2438,31.157051,29.86694,24.15131,
11919,300.21788278814876,5.27218,,,,392,1528,[M+H]+,,3,11919;11873;11926,299.21226,5652.8066,250.64696,309.71356,77.97032,71.01872,161.71774,56.8157,278.52707,102.76958,
11960,326.2342425748365,5.273679,,,,380,1544,[M+H]+,,2,11960;11949,325.22868,23082.354,3043.5105,3853.5247,71.45403,196.92528,68.61662,62.777447,23.371134,108.827156,
11926,338.175361688769,5.273836,,,,392,1528,[M+K]+,,3,11919;11873;11926,299.21226,1925.0527,0,0,0,0,0,0,0,0,
11862,365.23266672125845,5.2748423,,,,395,1536,[M+H-H2O]+,,2,11862;11843,382.23688,47.231766,33.79051,73.69579,787.9391,1192.5662,1158.7059,42.481056,35.52128,37.97689,
11929,224.20168413172323,5.2763686,,,,392,1538,[M+H-H2O]+,,3,11929;11936;11932,241.20391,35779.3,2601.9226,2841.2688,0,0,0,0,0,0,
11930,365.28091134872346,5.2763686,,,,392,1531,[M+H]+,,2,11930;11931,364.2724,102.647194,620.95386,651.6773,0,0,0,0,0,0,
11932,264.19431985862894,5.2799067,,,,392,1538,[M+Na]+,,3,11929;11936;11932,241.20391,37683.54,3044.8105,3186.0386,0,0,0,0,0,0,
11887,299.16355681964035,5.279938,,,,395,,,,,,,421.8113,460.8585,578.5573,13389.099,13763.264,11675.371,265.8349,196.97221,416.5614,
11838,344.2458076690989,5.2858787,,,,365,1529,[M+H]+,,2,11838;11846,343.23848,7710.0615,665.14844,717.3027,953.1999,1134.7144,1665.8588,71.43533,94.66384,172.62363,
11944,353.28111460906575,5.287477,,,,351,1539,[M+H]+,,2,11939;11944,352.27382,1030.3,1375.6082,2019.4093,0,0,0,0,0,0,
11945,469.2594680212207,5.287588,,,,391,1540,[M+H]+,,2,11945;11951,468.25208,0,0,0,7998.653,12061.143,10496.219,0,0,0,
11939,375.2630231123785,5.28868,,,,351,1539,[M+Na]+,,2,11939;11944,352.27382,654.79486,861.2998,1255.6105,0,0,0,0,26.712933,0,
11951,486.28578815283225,5.2896037,,,,391,1540,[M+NH4]+,,2,11945;11951,468.25208,0,0,0,3654.9436,2996.9355,2525.1138,0,0,0,
11954,348.27544527089947,5.292065,,,,370,1543,[M+H]+,,1,11955,347.2696,2128.619,0,0,0,0,0,0,0,0,
11942,298.26582242708224,5.2960253,,,,354,1545,[M+H-H2O]+,,2,11966;11942,315.26855,3479.3887,0,29.198685,0,0,0,0,0,0,
11961,233.15201449373703,5.2960477,,,,391,1541,[M+Na]+,,2,11961;11962,210.16273,1401.7275,1511.0431,1463.4896,1867.4453,2039.1108,2211.8447,1265.9634,1388.6831,1273.7439,
11962,193.15936945499294,5.296741,,,,391,1541,[M+H-H2O]+,,2,11961;11962,210.16273,2747.8826,2772.863,3568.9077,5135.5244,5137.9995,5321.2837,2539.9207,2957.276,2760.3918,
11955,370.26024743418856,5.311177,,,,370,1543,[M+Na]+,,2,11955;11954,347.2696,2596.3257,31.582764,31.290304,36.23478,48.523186,0,24.640038,0,38.60691,
11985,525.2257211076536,5.311652,,,,383,1546,[M+K]+,,2,11976;11985,486.26336,0,0,0,4064.7168,4665.6733,4328.4385,0,0,0,
11949,364.19176958131266,5.3165073,,,,380,1544,[M+K]+,,3,11960;11953;11949,325.22868,8073.4053,380.51422,221.72456,0,0,485.96072,0,0,0,
11995,242.1155756389612,5.3177133,,,,401,1548,[M+Na]+,,2,11988;11995,219.12602,0,0,0,1113.8992,993.19794,965.23535,0,0,0,
11998,505.26334439401995,5.3197446,,,,401,1547,[M+H]+,,4,12006;12019;11998;12007,504.25604,0,0,0,3078.6506,3268.8306,3361.4958,0,0,0,
12006,522.2893487472271,5.321764,,,,401,1547,[M+NH4]+,,4,12006;12019;11998;12007,504.25604,0,0,0,1889.2323,2057.548,2090.1526,0,0,0,
12007,527.2456676951718,5.3217697,,,,401,1547,[M+Na]+,,4,12006;12019;11998;12007,504.25604,0,0,0,5768.2007,5666.068,6079.994,0,0,0,
11989,308.2217515015382,5.322973,,,,390,,,,,,,27236.934,1974.0101,1379.5272,40.79222,0,0,0,0,0,
12012,575.2304457179158,5.323789,,,,401,1549,[M+Na]+,,3,12022;12020;12012,552.24107,0,0,0,21617.855,23051.402,21349.576,0,0,0,
12018,436.2856970453065,5.3258023,,,,401,1552,[M+NH4]+,,2,12039;12018,418.25173,0,0,0,1635.6921,1618.0543,1451.2374,0,0,0,
12019,543.2192733624321,5.325826,,,,401,1547,[M+K]+,,4,12006;12019;11998;12007,504.25604,0,0,0,2219.5315,2116.064,2587.5654,0,0,0,
12020,591.2040728418028,5.325826,,,,401,1549,[M+K]+,,4,12041;12022;12012;12020,552.24107,0,0,0,3766.942,4154.996,4008.3762,0,0,0,
12022,570.2749679587481,5.325838,,,,401,1549,[M+NH4]+,,4,12041;12022;12012;12020,552.24107,0,0,0,265846.5,293731.53,264650.5,0,0,0,
12024,639.3161082846383,5.325838,,,,401,1555,[M+Na]+,,3,12034;12023;12024,616.32846,0,0,0,5133.371,5850.573,4997.2407,0,0,0,
11988,220.1329509959798,5.327482,,,,401,1548,[M+H]+,,2,11988;11995,219.12602,397.46283,81.38405,151.57422,17666.164,18670.29,18417.172,99.21185,80.56088,51.70856,
12009,577.2338541837411,5.3278255,,,,401,1553,[M+Na]+,,2,12032;12009,554.24432,0,0,0,1799.3103,2118.6182,1905.031,0,0,0,
12029,534.2535749441759,5.327851,,,,401,1554,[M+NH4]+,,3,12029;12049;12030,516.21928,0,0,0,11675.993,13377.258,12529.989,0,0,0,
12030,517.2266091477928,5.327856,,,,401,1554,[M+H]+,,2,12029;12030,516.21928,0,0,0,147423.44,166331.88,151719.89,0,0,0,
12032,572.2778208138047,5.327851,,,,401,1553,[M+NH4]+,,2,12032;12009,554.24432,0,0,0,26637.027,28227.04,24974.229,0,0,0,
12034,655.2910735145894,5.327856,,,,401,1555,[M+K]+,,3,12034;12023;12024,616.32846,0,0,0,1090.8492,1260.4916,1029.91,0,0,0,
12039,419.2588649880313,5.3298693,,,,401,1552,[M+H]+,,2,12039;12018,418.25173,0,0,0,48157.55,53274.406,48097.23,0,0,0,
12041,597.212159859212,5.329864,,,,401,1549,[M-H+2Na]+,,3,12041;12022;12020,552.24107,0,0,0,9062.205,10358.98,9293.816,0,0,0,
11953,348.2196705839716,5.331565,,,,380,1544,[M+Na]+,,2,11953;11949,325.22868,21501.27,1095.8643,1452.5801,0,55.668526,95.56445,37.88543,38.296844,44.33194,
11976,504.2979775776311,5.3325086,,,,383,1546,[M+NH4]+,,2,11976;11985,486.26336,0,0,0,19864.852,4390.042,4191.4893,0,0,0,
12049,499.21545777437433,5.3339114,,,,401,1554,[M+H-H2O]+,,2,12029;12049,516.21928,0,0,0,4005.811,4637.6113,4209.8213,0,0,0,
12056,320.1868587199434,5.335712,,,,396,1556,[M+Na]+,,2,12056;12053,297.19603,4090.791,0,0,36.582634,0,0,0,0,0,
12063,322.2000063452257,5.3406005,,,,396,1557,[M+Na]+,,2,12054;12063,299.21062,2706.0505,0,0,0,0,0,0,0,0,
12065,435.25399042612344,5.341984,,,,,,,,,,,0,0,0,12127.408,14054.929,12265.962,0,0,0,
11966,338.2572030740621,5.342144,,,,354,1545,[M+Na]+,,2,11966;11942,315.26855,2864.5593,0,40.567368,0,0,0,0,0,0,
12053,298.2016890192107,5.346137,,,,396,1556,[M+H]+,,2,12056;12053,297.19603,6282.7354,41.471172,92.4562,112.50217,148.81816,59.504803,32.347046,22.68779,25.461266,
12170,336.24915952608103,5.3462734,,,,406,1561,[M+Na]+,,3,12170;12162;12173,313.26056,247149.53,16558.666,30723.846,74.72603,36.69556,63.54299,102.859055,74.22404,111.34522,
12023,634.3643972670009,5.3466296,,,,401,1555,[M+NH4]+,,3,12034;12024;12023,616.32846,77.29425,0,0,33488.01,37274.496,34104.043,0,0,0,
12072,240.1962877003614,5.349748,,,,406,1564,[M+H]+,,2,12127;12072,239.18936,13541.129,2540.782,2330.5906,1411.6401,1281.7815,1488.7802,1106.5365,1172.5786,1170.8317,
12075,491.2409216125339,5.3506947,,,,393,1558,[M+Na]+,,2,12075;12079,468.25183,0,0,0,4822.9346,5789.5186,4775.42,0,0,0,
12079,486.2857809449501,5.354689,,,,393,1558,[M+NH4]+,,2,12075;12079,468.25183,0,0,0,2803.137,3091.1091,3061.5317,0,0,0,
12057,330.2647282437216,5.3561068,,,,396,,,,,,,51524.45,1433.45,1662.6298,689.0309,394.81573,631.20374,33.854492,38.188667,38.121456,
12078,370.2371461207074,5.357345,,,,386,1559,[M+K]+,,3,12085;12078;12084,331.27363,4344.7227,169.5051,93.7826,0,0,0,0,0,0,
12084,332.2801197590593,5.3587804,,,,386,1559,[M+H]+,,3,12085;12078;12084,331.27363,28845.4,2031.2887,2360.7007,0,0,0,33.572067,31.324642,0,
12085,354.263272447303,5.359363,,,,386,1559,[M+Na]+,,3,12085;12078;12084,331.27363,21729.291,1549.1345,2016.1191,0,0,0,0,0,0,
12124,375.2633057377989,5.359664,,,,360,1560,[M+Na]+,,2,12124;12111,352.27398,433.40857,1213.6135,1603.1813,0,0,0,0,26.712933,0,
12054,300.21773746626263,5.360342,,,,396,1557,[M+H]+,,2,12063;12054,299.21062,3575.816,237.27307,153.17784,77.97032,126.57148,161.71774,58.970245,56.935303,105.846405,
12104,710.3982441243855,5.37088,,,,404,1562,[M+NH4]+,,2,12119;12104,692.36401,0,0,0,2951.3281,3267.2297,3202.6077,0,0,0,
12106,207.17494236858136,5.3722496,,,,404,1565,[M+H]+,,2,12105;12106,206.16756,1102.3125,263.8453,125.21082,72.97365,121.016335,136.46796,133.67438,30.414104,84.590706,
12111,353.2811475038731,5.374268,,,,360,1560,[M+H]+,,2,12124;12111,352.27398,709.8932,1633.0212,2344.565,0,0,0,0,0,0,
12113,192.13885401941803,5.3743467,,,,404,1563,[M+H]+,,2,12113;12121,191.13142,238487.88,231883.84,249833.17,249149.0,249399.34,234943.89,239886.72,234372.28,247205.0,
12136,503.300633522907,5.376795,,,,414,1566,[M+H]+,,5,12130;12136;12143;12137;12138,502.29499,0,0,0,66126.04,55560.023,26890.863,31.002155,0,0,
12119,715.3528080640398,5.3769574,,,,404,1562,[M+Na]+,,2,12104;12119,692.36401,0,0,0,1507.5387,1726.5046,2099.957,0,0,0,
12121,214.12048007092338,5.3770723,,,,404,1563,[M+Na]+,,2,12113;12121,191.13142,470.6497,663.045,579.3497,660.4698,666.2766,470.68515,646.2348,607.7469,782.8179,
12127,278.152459984037,5.3787446,,,,406,1564,[M+K]+,,3,12126;12072;12127,239.18936,1070.7805,0,0,0,0,0,0,0,0,
12162,352.2234084464912,5.3790827,,,,406,1561,[M+K]+,,3,12170;12162;12173,313.26056,79912.66,5709.5728,6727.402,39.555344,50.897507,0,0,0,0,
12102,348.19832509018937,5.3791785,,,,404,1568,[M+K]+,,3,12103;12097;12102,309.23337,9814.213,579.1683,651.11725,40.047165,76.00144,0,37.94969,0,0,
12097,292.2277592988417,5.379234,,,,404,1568,[M+H-H2O]+,,3,12103;12097;12102,309.23337,34106.367,1920.0996,2286.6558,67.569145,0,37.576492,0,33.569016,0,
12130,1027.5780140619388,5.38068,,,,414,1566,[2M+Na]+,,4,12130;12136;12143;12137,502.29499,0,0,0,1251.42,932.19336,0,0,0,0,
12131,505.30525919680514,5.38101,,,,414,1567,[M+H]+,,2,12131;12144,504.29704,0,0,0,4883.969,4308.4814,2200.8965,0,0,0,
12173,296.25821172202683,5.381781,,,,406,1569,[M+NH4]+,,3,12165;12171;12173,278.22512,412349.16,23647.186,26119.502,55.86044,103.46101,113.24773,0,0,38.88243,
12138,525.2833889721296,5.383023,,,,414,1566,[M+Na]+,,4,12136;12143;12137;12138,502.29499,0,0,0,96543.94,81186.875,40835.047,0,0,0,
12143,541.2573213836866,5.3850417,,,,414,1566,[M+K]+,,5,12130;12136;12143;12137;12138,502.29499,0,0,0,49099.26,39673.84,20951.562,0,0,0,
12144,543.2592573661154,5.3850417,,,,414,1567,[M+K]+,,2,12131;12144,504.29704,0,0,0,5540.357,4366.6597,2339.639,0,0,0,
12105,224.20127100028586,5.387694,,,,404,1565,[M+NH4]+,,2,12105;12106,206.16756,4721.9126,248.2617,296.4175,31.425446,0,41.938133,0,0,0,
12137,520.3326775871426,5.389532,,,,414,1566,[M+NH4]+,,5,12130;12136;12143;12138;12137,502.29499,101.56076,110.44333,98.479836,61506.875,51257.816,24976.662,267.30035,271.38303,157.71504,
12154,459.31109784857176,5.391085,,,,414,1570,[M+H]+,,2,12154;12157,458.30405,0,0,0,2552.574,2648.509,2757.8335,0,0,0,
12177,286.23847939670645,5.3912573,,,,,,,,,,,14485.868,359.4981,594.6147,192.62036,140.08603,139.314,97.314224,131.54332,132.39511,
12165,279.23268396726286,5.3930826,,,,406,1569,[M+H]+,,2,12165;12173,278.22512,21137.008,842.3789,1131.48,142.77713,84.59801,61.008034,46.53067,65.626945,111.60986,
12157,481.29348622679044,5.393103,,,,414,1570,[M+Na]+,,2,12154;12157,458.30405,0,0,0,1220.9304,1250.029,1382.6956,0,0,0,
12163,278.2487111521294,5.396231,,,,406,1572,[M+NH4]+,,2,12163;12171,260.21494,102704.71,5893.7183,6219.8438,0,0,0,0,0,0,
12164,219.15981967909016,5.396748,,,,414,1573,[M+H]+,,3,12169;12167;12164,218.15263,1847.6815,1792.86,1911.4839,1677.582,1713.3102,2328.8223,1944.2493,1825.6033,1712.4026,
12103,332.2231208417713,5.397291,,,,404,1568,[M+Na]+,,3,12103;12097;12102,309.23337,24811.645,1937.6276,2504.0605,343.9028,152.25664,180.33693,41.548294,40.355026,48.156002,
12167,241.14210798572927,5.3974333,,,,414,1573,[M+Na]+,,3,12169;12167;12164,218.15263,16984.146,19668.537,22634.799,19457.275,17020.412,22403.701,20319.998,19092.338,17227.145,
12169,257.1156180061275,5.398108,,,,414,1573,[M+K]+,,3,12169;12167;12164,218.15263,905.574,1351.2517,1414.0978,1024.5248,1482.5074,1299.6254,1734.5564,1496.5182,1527.2037,
12171,261.22226534617465,5.398256,,,,406,1569,[M+H-H2O]+,,2,12171;12173,278.22512,8396.091,218.21861,348.07874,0,0,0,0,0,0,
12200,288.2541151891144,5.4089127,,,,414,1574,[M+H]+,,3,12210;12200;12195,287.24823,10953.271,782.9593,890.21674,47.77996,49.559944,57.169907,72.36587,32.89837,35.083076,
12185,369.2044415439894,5.409262,,,,414,1575,[M+K]+,,3,12199;12185;12194,330.24214,0,0,0,897.0935,869.36957,688.09564,0,0,0,
12186,274.2747734988236,5.410223,,,,414,,,,,,,433244.72,420512.3,425270.0,454516.72,439231.78,454149.38,443193.3,429206.84,438540.44,
12126,262.1789716839301,5.4106374,,,,406,1564,[M+Na]+,,2,12126;12127,239.18936,3974.9424,142.73047,153.37106,0,0,0,0,0,0,
12195,326.2126902943722,5.4123826,,,,414,1574,[M+K]+,,3,12210;12200;12195,287.24823,3318.2642,218.28609,138.15105,0,0,0,0,0,0,
12194,353.2311014728833,5.412454,,,,414,1575,[M+Na]+,,3,12185;12199;12194,330.24214,18164.14,542.58685,967.3814,11663.591,12133.271,10995.602,130.02145,71.48869,95.1737,
12229,308.2211999959914,5.413999,,,,414,,,,,,,47416.69,2799.9106,3097.3765,40.79222,0,0,0,32.98117,0,
12210,310.2375407618341,5.4154615,,,,414,1574,[M+Na]+,,3,12210;12200;12195,287.24823,31177.537,2315.3003,2623.8354,48.499176,48.68433,0,0,0,0,
12077,309.1469315114186,5.4169655,,,,414,1576,[M+Na]+,,3,12212;12086;12077,286.15783,175285.34,268648.7,271076.9,276406.75,310520.06,330402.4,284941.84,284663.16,271018.8,
12212,269.15424023619437,5.4176373,,,,414,1576,[M+H-H2O]+,,3,12212;12086;12077,286.15783,13156.615,18825.053,19222.152,19400.34,21261.584,20010.592,13832.869,12631.076,19902.756,
12086,325.12141381418985,5.417638,,,,414,1576,[M+K]+,,3,12212;12086;12077,286.15783,4549.338,11153.827,10699.093,8113.7305,8444.773,8999.623,11403.046,10763.775,11232.614,
12221,163.1122080873008,5.4177084,,,,414,1579,[M+H-H2O]+,,3,12221;12226;12231,180.1158,401.49988,446.94452,384.2993,3253.2915,2965.8325,3505.5947,310.33496,427.4239,333.62006,
12226,198.14945205498847,5.4187007,,,,414,1579,[M+NH4]+,,4,12230;12221;12231;12226,180.1158,397.9546,162.79077,85.462715,5344.636,5261.1445,5271.341,149.13976,48.34468,52.640907,
12287,552.2658001046025,5.4189105,,,,414,1581,[M+NH4]+,,2,12285;12287,534.23084,78.3989,36.607735,161.62128,2523.9868,2660.455,2735.3433,75.19188,147.2941,114.478714,
12218,343.2604530062422,5.421132,,,,414,1580,[M+NH4]+,,4,12243;12236;12218;12246,325.22823,1319.9491,0,0,0,0,0,0,0,0,
12222,373.17691961638457,5.4213786,,,,414,1578,[M+H]+,,2,12222;12237,372.16986,0,0,0,1686.0918,1859.5048,1818.827,0,0,0,
12223,348.27481858148917,5.421767,,,,414,1588,[M+H]+,,2,12275;12223,347.26953,6757.1636,0,0,1689.0745,1786.0707,1791.0725,0,0,0,
12246,326.23411973374044,5.4232693,,,,414,1580,[M+H]+,,4,12243;12236;12218;12246,325.22823,73994.91,1953.596,2362.139,84.4033,46.043434,75.14506,37.90963,0,35.077652,
12237,395.1592859190009,5.423407,,,,414,1578,[M+Na]+,,2,12222;12237,372.16986,0,0,0,698.27094,480.29507,710.35455,0,0,0,
