formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C18H31NO4,[M + Na]+,C18H31NNaO4+,Amino acids and Peptides,0.556,Linear polyketides,0.232,Open-chain polyketides,0.046,Organic acids and derivatives,0.957,Carboxylic acids and derivatives,0.889,Carboxylic acid derivatives,0.848,Carboxylic acid amides,0.546,Carboxylic acid amides,0.546,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,348.220,384,6.405,801747373238026724,801746911965120919,14276,
1,C18H31NO4,[M + H]+,C18H32NO4+,Fatty acids,0.606,Ornithine alkaloids,0.371,Pyrrolidine alkaloids,0.177,Lipids and lipid-like molecules,0.476,Fatty Acyls,0.502,,,,,Fatty Acyls,0.502,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,326.235,385,6.410,801747377054845597,801746911994481052,14283,
1,C20H25F3O4,[M + K]+,C20H25F3KO4+,Terpenoids,0.875,Steroids,0.464,Estrane steroids,0.093,Benzenoids,0.752,Benzene and substituted derivatives,0.531,,,,,Benzene and substituted derivatives,0.531,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,425.137,386,6.427,801747389323193301,801746912044812710,14332,
1,C14H18O5,[M + H]+,C14H19O5+,Shikimates and Phenylpropanoids,0.691,Macrolides,0.459,Kavalactones and derivatives,0.292,Benzenoids,0.967,Benzene and substituted derivatives,0.856,Phenoxy compounds,0.514,,,Phenoxy compounds,0.514,Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities,267.123,386,6.428,801747385741255135,801746912099338672,14196,
1,C18H35NO3,[M + H]+,C18H36NO3+,Fatty acids,1.000,Fatty Acids and Conjugates,0.691,Nitro fatty acids,0.859,Lipids and lipid-like molecules,0.957,Fatty Acyls,0.962,Fatty acids and conjugates,0.874,Long-chain fatty acids,0.838,Long-chain fatty acids,0.838,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,314.270,386,6.432,801747381647611191,801746912153864634,14395,
1,C18H37NO3,[M - H2O + H]+,C18H36NO2+,Fatty acids,1.000,Fatty amides,0.940,Sphingoid bases,0.606,Lipids and lipid-like molecules,0.902,Fatty Acyls,0.894,Fatty amides,0.793,N-acyl amines,0.718,N-acyl amines,0.718,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,298.275,387,6.447,801747381999933078,801746912179030463,14393,
1,C16H33N4O2,[M + K]+,C16H33KN4O2+,Alkaloids,0.538,Guanidine alkaloids,0.109,Imidazole alkaloids,0.078,Organoheterocyclic compounds,0.864,Heteroaromatic compounds,0.851,,,,,Heteroaromatic compounds,0.851,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,352.228,387,6.449,801747376979348033,801746912204196292,14409,
1,C12H32N10,[M + H]+,C12H33N10+,Alkaloids,0.950,Pseudoalkaloids (transamidation),0.129,Polyamines,0.078,Organoheterocyclic compounds,0.942,Triazines,0.790,Aminotriazines,0.828,"1,3,5-triazine-2,4-diamines",0.675,"1,3,5-triazine-2,4-diamines",0.675,"Organic compounds; Organoheterocyclic compounds; Triazines; Organonitrogen compounds; Aminotriazines; Amines; N-aliphatic s-triazines; 1,3,5-triazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; 1,3,5-triazine-2,4-diamines; Chemical entities",317.289,387,6.449,801747384369716824,801746912229362121,14382,
1,C18H37NO3,[M + H]+,C18H38NO3+,Fatty acids,1.000,Fatty amides,0.934,Nitro fatty acids,0.808,Lipids and lipid-like molecules,0.905,Fatty Acyls,0.916,Fatty acids and conjugates,0.654,Long-chain fatty acids,0.586,Long-chain fatty acids,0.586,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Straight chain fatty acids; Carboxylic acid amides; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,316.286,387,6.451,801747497515317336,801746912254527950,14390,
1,C16H36N4O2,[M - H2O + H]+,C16H35N4O+,Fatty acids,0.432,Histidine alkaloids,0.085,Imidazole alkaloids,0.085,Organoheterocyclic compounds,0.785,Azoles,0.845,Oxadiazoles,0.504,,,Oxadiazoles,0.504,Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Oxadiazoles; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,299.278,387,6.456,801747379349131075,801746912309053912,14380,
1,C19H41NO3,[M + H]+,C19H42NO3+,Fatty acids,1.000,Fatty amides,0.979,N-acyl amines,0.838,Lipids and lipid-like molecules,0.891,Fatty Acyls,0.836,Fatty amides,0.754,N-acyl amines,0.774,N-acyl amines,0.774,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",332.316,387,6.458,801747380368347548,801746912363579874,14358,
1,C28H34O3,[M + H]+,C28H35O3+,Terpenoids,0.986,Steroids,0.731,Ergostane steroids,0.459,Lipids and lipid-like molecules,0.971,Steroids and steroid derivatives,0.839,Steroid esters,0.508,,,Steroid esters,0.508,Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acid esters; Steroid esters; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities,419.259,388,6.471,801747414883296437,801746912418105836,14438,
1,C28H38O5,[M + H3N + H]+,C28H42NO5+,Terpenoids,0.999,Steroids,0.999,Ergostane steroids,0.999,Lipids and lipid-like molecules,0.982,Steroids and steroid derivatives,0.971,Steroid lactones,0.946,Withanolides and derivatives,0.990,Withanolides and derivatives,0.990,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Pyrans; Ketones; Alcohols and polyols; Epoxides; Ethers; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Pyranones and derivatives; Carboxylic acid derivatives; Steroid lactones; Monocarboxylic acids and derivatives; Dialkyl ethers; Dihydropyranones; Carboxylic acid esters; Cyclic alcohols and derivatives; Withanolides and derivatives; Oxepanes; Carbonyl compounds; Cyclic ketones; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities",472.307,388,6.471,801747385787392516,801746912443271665,14440,
1,C18H35NO3,[M + Na]+,C18H35NNaO3+,Fatty acids,0.940,Fatty esters,0.202,Sphingoid bases,0.176,Organic acids and derivatives,0.911,Carboxylic acids and derivatives,0.914,"Amino acids, peptides, and analogues",0.517,Amino acids and derivatives,0.516,Amino acids and derivatives,0.516,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",336.252,389,6.482,801747380393513396,801746912497797627,14417,
1,C18H33NO5,[M + H]+,C18H34NO5+,Fatty acids,0.673,Linear polyketides,0.160,Open-chain polyketides,0.165,Lipids and lipid-like molecules,0.766,Fatty Acyls,0.759,Fatty acids and conjugates,0.592,,,Fatty acids and conjugates,0.592,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,344.246,390,6.495,801747380540314156,801746912552323589,14503,
1,C9H14,[M + H]+,C9H15+,Terpenoids,0.914,Monoterpenoids,0.758,Pinane monoterpenoids,0.378,Hydrocarbons,0.974,Polycyclic hydrocarbons,0.647,,,,,Polycyclic hydrocarbons,0.647,Organic compounds; Hydrocarbons; Olefins; Cyclic olefins; Polycyclic hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities,123.117,390,6.498,801747378699013371,801746912577489418,14490,
1,C10H16O2,[M + H3N + H]+,C10H20NO2+,Fatty acids,0.809,Monoterpenoids,0.424,Unsaturated fatty acids,0.364,Organic acids and derivatives,0.628,Carboxylic acids and derivatives,0.625,Monocarboxylic acids and derivatives,0.687,,,Monocarboxylic acids and derivatives,0.687,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,186.150,391,6.517,801747585310520848,801746912657181209,14494,
1,C26H26O3,[M + H3N + H]+,C26H30NO3+,Shikimates and Phenylpropanoids,0.890,Flavonoids,0.382,Chalcones,0.381,Benzenoids,0.999,Benzene and substituted derivatives,0.904,Benzoic acids and derivatives,0.507,,,Benzoic acids and derivatives,0.507,Organic compounds; Benzoic acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Phenylpropanes; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,404.222,392,6.530,801747499604081627,801746912682347038,14536,
1,C21H26N2O5,[M + H]+,C21H27N2O5+,Shikimates and Phenylpropanoids,0.366,Coumarins,0.687,Simple coumarins,0.272,Organic acids and derivatives,0.979,Carboxylic acids and derivatives,0.955,"Amino acids, peptides, and analogues",0.577,Amino acids and derivatives,0.577,Amino acids and derivatives,0.577,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",387.195,392,6.530,801747596647726957,801746912707512867,14542,
1,C21H42N2O3,[M + H]+,C21H43N2O3+,Fatty acids,0.998,Fatty amides,0.982,N-acyl amines,0.878,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.971,Amino acids and derivatives,0.971,Alpha amino acids,0.634,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",371.328,392,6.542,801747381890881038,801746912787204658,14566,
1,C19H35NO4,[M + H]+,C19H36NO4+,Fatty acids,0.953,Fatty Acids and Conjugates,0.289,Primary amides,0.063,Lipids and lipid-like molecules,0.960,Fatty Acyls,0.942,Fatty acid esters,0.627,Fatty acid methyl esters,0.570,Fatty acid methyl esters,0.570,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Primary carboxylic acid amides; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,342.265,393,6.543,801747381744080250,801746912816564791,14593,
1,C16H29NO2,[M + H]+,C16H30NO2+,Fatty acids,0.999,Fatty amides,0.996,Primary amides,0.995,Lipids and lipid-like molecules,0.834,Fatty Acyls,0.874,Fatty amides,0.749,,,Fatty amides,0.749,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,268.228,393,6.544,801747382457112569,801746912841730620,14472,
1,C8H12O2,[M + H3N + H]+,C8H16NO2+,Fatty acids,0.972,Fatty Acids and Conjugates,0.839,Unsaturated fatty acids,0.901,Organic acids and derivatives,0.899,Carboxylic acids and derivatives,0.919,Carboxylic acids,0.814,,,Carboxylic acids,0.814,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,158.118,393,6.549,801747380947161964,801746912871090753,14569,
1,C19H41NO3,[M + H]+,C19H42NO3+,Fatty acids,1.000,Spingolipids,1.000,Sphingoid bases,1.000,Organic nitrogen compounds,0.999,Organonitrogen compounds,0.999,Amines,0.867,Alkanolamines,0.898,"1,2-aminoalcohols",0.893,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",332.316,394,6.569,801747380758418158,801746912925616715,14687,
1,C18H31NO4,[M + Na]+,C18H31NNaO4+,Alkaloids,0.366,Linear polyketides,0.369,Open-chain polyketides,0.089,Organoheterocyclic compounds,0.855,Pyrrolidines,0.533,,,,,Pyrrolidines,0.533,Organic compounds; Organoheterocyclic compounds; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,348.219,394,6.571,801747385271492900,801746912950782544,14664,
1,C18H35NO3,[M + Na]+,C18H35NNaO3+,Fatty acids,0.610,Monoterpenoids,0.672,Menthane monoterpenoids,0.474,Organic nitrogen compounds,0.998,Organonitrogen compounds,0.993,Amines,0.527,,,Amines,0.527,Organic compounds; Organonitrogen compounds; Organooxygen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,336.251,395,6.580,801747380896830274,801746913005308506,14696,
1,C16H31NO3,[M + Na]+,C16H31NNaO3+,Fatty acids,0.983,Fatty amides,0.875,N-acyl amines,0.174,Lipids and lipid-like molecules,0.904,Fatty Acyls,0.923,Fatty amides,0.798,N-acyl amines,0.714,N-acyl amines,0.714,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,308.221,395,6.586,801747387230234273,801746913030474335,14666,
1,C18H35NO3,[M - H2O + H]+,C18H34NO2+,Fatty acids,1.000,Fatty amides,0.948,Nitro fatty acids,0.787,Lipids and lipid-like molecules,0.963,Fatty Acyls,0.971,Fatty acids and conjugates,0.805,Long-chain fatty acids,0.688,Long-chain fatty acids,0.688,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Unsaturated fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,296.259,396,6.596,801747381463061661,801746913055640164,14702,
1,C16H33N4O2,[M + K]+,C16H33KN4O2+,Amino acids and Peptides,0.471,Small peptides,0.319,Dipeptides,0.101,Organic acids and derivatives,0.989,Carboxylic acids and derivatives,0.908,"Amino acids, peptides, and analogues",0.742,Amino acids and derivatives,0.730,Amino acids and derivatives,0.730,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",352.226,396,6.596,801747397132991043,801746913080805993,14697,
1,C9H17NO2,[M + H]+,C9H18NO2+,Amino acids and Peptides,0.999,Small peptides,1.000,Aminoacids,0.999,Organic acids and derivatives,1.000,Carboxylic acids and derivatives,1.000,"Amino acids, peptides, and analogues",0.995,Amino acids and derivatives,0.994,Gamma amino acids and derivatives,0.588,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Gamma amino acids and derivatives; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",172.134,396,6.597,801747382385809333,801746913110166126,14644,
1,C18H37NO4,[M + H]+,C18H38NO4+,Fatty acids,1.000,Fatty amides,0.964,N-acyl amines,0.829,Organic acids and derivatives,0.998,Carboxylic acids and derivatives,0.992,"Amino acids, peptides, and analogues",0.689,Amino acids and derivatives,0.684,N-acyl-alpha amino acids,0.523,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",332.280,396,6.602,801747382608107637,801746913135331955,14704,
1,C16H31NO3,[M + K]+,C16H31KNO3+,Fatty acids,0.965,Fatty amides,0.918,N-acyl amines,0.438,Lipids and lipid-like molecules,0.847,Fatty Acyls,0.837,Fatty amides,0.711,N-acyl amines,0.680,N-acyl amines,0.680,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,324.195,397,6.610,801747381878298107,801746913160497784,14873,
1,C16H26O,[M + H3N + H]+,C16H30NO+,Terpenoids,0.887,Sesquiterpenoids,0.462,Norlabdane diterpenoids,0.183,Lipids and lipid-like molecules,0.745,Prenol lipids,0.576,,,,,Prenol lipids,0.576,Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,252.233,397,6.612,801747384852062233,801746913185663613,14809,
1,C8H12,[M + H]+,C8H13+,Fatty acids,0.734,Fatty acyls,0.719,Hydrocarbons,0.152,Hydrocarbons,0.969,Unsaturated hydrocarbons,0.848,Unsaturated aliphatic hydrocarbons,0.864,,,Unsaturated aliphatic hydrocarbons,0.864,Organic compounds; Hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities,109.102,397,6.612,801747382641662106,801746913215023746,14671,
1,C18H37NO4,[M + Na]+,C18H37NNaO4+,Fatty acids,0.892,Fatty amides,0.315,N-acyl amines,0.101,Lipids and lipid-like molecules,0.550,,,,,,,Lipids and lipid-like molecules,0.550,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",354.265,397,6.618,801747383673461511,801746913240189575,14683,
1,C18H31NO4,[M + H]+,C18H32NO4+,Fatty acids,0.778,Linear polyketides,0.457,Open-chain polyketides,0.326,Lipids and lipid-like molecules,0.793,Fatty Acyls,0.818,Fatty amides,0.533,,,Fatty amides,0.533,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,326.234,397,6.619,801747421237670343,801746913265355404,14715,
1,C18H35NO3,[M + H]+,C18H36NO3+,Fatty acids,1.000,Fatty Acids and Conjugates,0.913,Nitro fatty acids,0.957,Lipids and lipid-like molecules,0.965,Fatty Acyls,0.972,Fatty acids and conjugates,0.901,Long-chain fatty acids,0.853,Long-chain fatty acids,0.853,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Nitro fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,314.270,397,6.621,801747382884931905,801746913294715537,14718,
1,C16H29NO2,[M + H]+,C16H30NO2+,Fatty acids,0.998,Fatty amides,0.873,Primary amides,0.900,Lipids and lipid-like molecules,0.889,Fatty Acyls,0.906,Fatty acids and conjugates,0.616,,,Fatty acids and conjugates,0.616,Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,268.228,398,6.625,801747382893320526,801746913349241499,14736,
