"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27","Column28","Column29","Column30","Column31","Column32","Column33","Column34","Column35","Column36","Column37","Column38","Column39","Column40","Column41","Column42","Column43","Column44","Column45"
"6708",3.134,384.14496,"Unknown","[M+H]+","adduct linked to 7122_[M+Na]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","82.68","Orbi_P_E2_WS03A","384.14505:212524 385.1484:50271 386.15176:5235","67.34328:2460 106.66898:2504 190.08682:20553 293.07968:3595",0,0,0,0,0,0,1059575,1398466,1214627,"0","1224222.70833333","0","169648.978011876"
"6744",2.243,386.10858,"Unknown","[M+ACN+H]+","adduct linked to 5908_[M+Li]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.66","Orbi_P_E2_WS03A","386.10858:124858 387.11193:23356 388.11529:9671","",0,0,0,0,0,0,496973,529843,406659,"0","477825.229166667","0","63785.2426254416"
"6745",2.328,386.14508,"Unknown","[M+H]+","adduct linked to 7067_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","25.18","Orbi_P_E2_WS03B","386.14508:164764 387.14843:38503 388.15179:56565","",0,0,0,0,0,0,465193,499024,475097,"0","479771.4375","0","17393.2127105527"
"6749",2.166,386.20248,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","20.49","Orbi_P_E2_WS03B","386.20248:130341 387.20583:22024 388.20919:9505","",0,0,0,0,0,0,395534,407500,369650,"0","390894.677083333","0","19347.1886081768"
"6750",2.075,386.20279,"Unknown","[M+Li]+","adduct linked to 7999_[M+2K-H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.08","Orbi_P_E2_WS03B","386.20279:103324 387.20614:19396 388.2095:5574","",0,0,0,0,0,0,253890,272797,245468,"0","257385.072916667","0","13995.6590045717"
"6752",1.62,386.21774,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.39","Orbi_P_E2_WS03B","386.21774:18519 387.22109:0 388.22445:0","",0,0,0,0,0,0,53152,51330,51769,"0","52083.9518229167","0","950.640956922473"
"6789",1.358,388.12415,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","1107.87","Orbi_P_E2_WS03B","388.12415:196309 389.1275:30212 390.13086:65957","",0,0,0,0,0,0,1636200,1702657,1601808,"0","1646888.375","0","51267.1640866196"
"6790",1.657,388.12415,"Unknown","[2M+ACN+Na]+","adduct linked to 1206_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","19.75","Orbi_P_E2_WS03C","388.12415:76998 389.1275:15294 390.13086:39672","",0,0,0,0,0,0,352652,379195,348670,"0","360172.541666667","0","16593.8984672717"
"6791",2.187,388.12424,"Unknown","[M+IsoProp+H]+","adduct linked to 6138_[M+CH3OH+H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","125.8","Orbi_P_E2_WS03B","388.12424:12755 389.12759:0 390.13095:0","",0,0,0,0,0,0,33630,39319,38162,"0","37037.1471354167","0","3006.7050469246"
"6792",1.09,388.12448,"Unknown","[M+K]+","adduct linked to 1789_[M-C6H10O5+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","49.24","Orbi_P_E2_WS03B","388.12448:199880 389.12783:35290 390.13119:92447","",0,0,0,0,0,0,1399105,1575751,1563119,"0","1512658.5","0","98542.8327058214"
"6794",3.378,388.16092,"Unknown","[M+H]+","","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.9","Orbi_P_E2_WS03B","388.16092:18797 389.16427:4752 390.16763:0","",0,0,0,0,0,0,48870,49290,41120,"0","46426.6783854167","0","4600.14536568099"
"6812",3.495,389.13559,"Unknown","[M+K]+","adduct linked to 10788_[M-C6H10O5+H]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.02","Orbi_P_E2_WS03B","389.13559:21640 390.13894:0 391.1423:0","",0,0,0,0,0,0,50478,55148,32538,"0","46054.7428385417","0","11936.3893021177"
"6814",3.91,389.17142,"Unknown","[M+H]+","adduct linked to 7221_[M+Na]+; adduct linked to 7503_[M+K]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.64","Orbi_P_E2_WS03A","389.17163:189460 390.17498:54209 391.17834:8855","163.29933:2880 172.03966:6202",0,0,0,0,0,0,520740,519514,475018,"0","505090.989583333","0","26050.9707305925"
"6820",4.86,389.24753,"Unknown","[M+IsoProp+H]+","found in higher mz's MsMs_11398; adduct linked to 5776_[M+NH4]+; adduct linked to 2279_[M-C6H10O4+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.83","Orbi_P_E2_WS03C","389.24753:103836 390.25088:42087 391.25424:21901","",1952,1667,5734,3592,2549,3659,365575,360492,369896,"3191.99910481771","365320.927083333","1490.88970339657","4707.02360428148"
"6837",2.31,391.10056,"Unknown","[2M+K]+","adduct linked to 1543_[M+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","59.79","Orbi_P_E2_WS03A","391.1004:502415 392.10375:119910 393.10711:14635","71.08608:2689 149.02322:11042",0,0,0,0,0,0,1543714,1650060,1617406,"0","1603726.95833333","0","54476.8395973999"
"6841",9.209,391.18393,"Unknown","[M+Na]+","adduct linked to 7141_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.48","Orbi_P_E2_WS03B","391.18393:173705 392.18728:30662 393.19064:10701","",0,0,3565,1994,1787,2289,490794,494950,420999,"1605.69283040365","468914.364583333","1388.92819862254","41547.8454455618"
"6844",0.534,391.20859,"Unknown","[M+2ACN+H]+","adduct linked to 4794_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.12","Orbi_P_E2_WS03A","391.20859:83973 392.21194:0 393.2153:0","",0,0,0,0,0,0,176408,124222,140392,"0","147007.265625","0","26714.521960264"
"6845",6.765,391.24603,"Unknown","[M+H]+","adduct linked to 8192_[M+CH3OH+H]+; adduct linked to 5941_[M+H-H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.5","Orbi_P_E2_WS03A","391.24603:115225 392.24938:27594 393.25274:0","",0,2191,2510,4171,2482,2526,358542,326675,320012,"2313.46407063802","335076.34375","1336.35897590605","20593.1866135238"
"6846",6.7,391.24649,"Unknown","[M+IsoProp+H]+","adduct linked to 5819_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.43","Orbi_P_E2_WS03A","391.24649:149972 392.24984:54996 393.2532:0","",0,1752,2510,4171,2482,2526,598944,549996,510439,"2240.3061726888","553126.09375","1356.25470098739","44335.0837041909"
"6861",1.991,392.15598,"Unknown","[M+H]+","adduct linked to 7585_[M+ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.39","Orbi_P_E2_WS03B","392.15598:57625 393.15933:11052 394.16269:0","",0,0,0,0,0,0,144361,160501,151834,"0","152231.885416667","0","8077.41157489982"
"6862",1.772,392.15622,"Unknown","[M+IsoProp+H]+","adduct linked to 7268_[M+2ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.78","Orbi_P_E2_WS03B","392.15622:67780 393.15957:8358 394.16293:0","",0,0,0,0,0,0,193391,201776,178912,"0","191359.71875","0","11566.7256776118"
"6881",1.057,393.13724,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.11","Orbi_P_E2_WS03A","393.13724:49057 394.14059:11968 395.14395:0","",0,0,0,0,0,0,230363,249095,213967,"0","231141.854166667","0","17576.5970234538"
"6887",3.402,393.18939,"Unknown","[M+H]+","adduct linked to 11059_[2M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.81","Orbi_P_E2_WS03A","393.18939:63409 394.19274:19048 395.1961:4179","",1372,1393,6563,1206,1776,6157,185463,176790,181721,"3077.85567220052","181324.536458333","2552.42639122771","4349.91013321811"
"6888",9.727,393.20053,"Unknown","[M+H]+","similar chromatogram in higher mz_8065","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.85","Orbi_P_E2_WS03B","393.20053:61453 394.20388:0 395.20724:12896","",14963,14334,6314,14012,5273,13689,132611,169494,111164,"11430.5633951823","137756.291666667","4399.13134492642","29503.1737911544"
"6893",7.21,393.26218,"Unknown","[M+ACN+2H]+","adduct linked to 10627_[2M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.78","Orbi_P_E2_WS03A","393.26218:51395 394.26553:13981 395.26889:0","",0,6202,7180,3185,17204,1737,153205,157131,155790,"5917.82006835938","155375.333333333","6148.34817247152","1995.53387722672"
"6894",9.098,393.27905,"Unknown","[M+H]+","adduct linked to 6531_[M+H-H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.06","Orbi_P_E2_WS03A","393.27905:52673 394.2824:19838 395.28576:0","",0,0,0,0,0,0,144503,116784,91631,"0","117639.221354167","0","26446.4450624984"
"6908",1.544,394.17114,"Unknown","[M+NH4]+","adduct linked to 7280_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","19.67","Orbi_P_E2_WS03C","394.17114:125613 395.17449:17810 396.17785:0","",0,0,0,0,0,0,358140,387629,393720,"0","379829.333333333","0","19029.233373177"
"6910",2.635,394.20731,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.89","Orbi_P_E2_WS03B","394.20731:15230 395.21066:7015 396.21402:0","",0,0,0,0,0,0,35439,35122,34726,"0","35095.56640625","0","356.877158756708"
"6911",2.497,394.20813,"Unknown","[M+H-2H2O]+","adduct linked to 8077_[M+CH3OH+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.55","Orbi_P_E2_WS03B","394.20813:41743 395.21148:13379 396.21484:0","",0,0,0,0,0,0,104430,109110,96458,"0","103332.4609375","0","6397.03444716383"
"6919",3.947,394.25851,"Unknown","[M+H-H2O]+","adduct linked to 11181_[M+ACN+Na]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.42","Orbi_P_E2_WS03B","394.25851:16781 395.26186:0 396.26522:0","",13295,0,0,0,0,0,56537,49263,38953,"2215.876953125","48251.0533854167","5427.76786794933","8835.88001688977"
"6940",3.489,395.2048,"Unknown","[M+Na]+","adduct linked to 6475_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16.46","Orbi_P_E2_WS03B","395.2048:251270 396.20815:68314 397.21151:15225","",3697,1451,5308,10788,3349,9507,735616,712515,630262,"5683.30895996094","692797.479166667","3691.27183795784","55375.7010018529"
"6944",3.903,395.33151,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.42","Orbi_P_E2_WS03B","395.33151:15800 396.33486:0 397.33822:0","",0,0,0,0,0,0,36322,44259,37974,"0","39518.4375","0","4187.68660808664"
"6945",4.015,395.33151,"Unknown","[M-C6H10O4+H]+","adduct linked to 9877_[M+ACN+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.16","Orbi_P_E2_WS03B","395.33151:40199 396.33486:19439 397.33822:0","",0,0,0,0,0,0,111965,111429,102264,"0","108552.731770833","0","5452.81754875881"
"6957",2.229,397.09024,"Unknown","[M+CH3OH+H]+","adduct linked to 6262_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","15.62","Orbi_P_E2_WS03A","397.09024:55926 398.09359:12815 399.09695:8394","",0,0,0,0,0,0,140974,139280,120635,"0","133629.716145833","0","11285.8237421591"
"6959",1.811,397.11133,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","16.94","Orbi_P_E2_WS03A","397.11133:223725 398.11468:67859 399.11804:0","",0,0,0,0,0,0,617258,641377,592473,"0","617035.9375","0","24452.4741492457"
"6960",1.676,397.11169,"Unknown","[M+H]+","","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.95","Orbi_P_E2_WS03B","397.11169:31733 398.11504:6400 399.1184:0","",0,0,0,0,0,0,92051,90282,83576,"0","88636.234375","0","4470.71917326603"
"6962",4.406,397.13181,"Unknown","[M+Na]+","adduct linked to 7623_[M+IsoProp+H]+; found in higher mz's MsMs_11397","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.29","Orbi_P_E2_WS03C","397.13181:163577 398.13516:37251 399.13852:0","",0,0,0,0,1310,0,516389,533518,544363,"218.254577636719","531423.135416667","534.612349236617","14104.0371319099"
"6963",3.781,397.13196,"Unknown","[2M+K]+","adduct linked to 1966_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.81","Orbi_P_E2_WS03B","397.13196:70149 398.13531:10051 399.13867:0","",0,0,0,0,1416,0,235830,203673,219052,"236.054341634115","219518.354166667","578.2126885722","16083.4772541891"
"6964",4.983,397.13251,"Unknown","[M+ACN+Na]+","adduct linked to 10552_[2M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.17","Orbi_P_E2_WS03B","397.13251:114595 398.13586:18360 399.13922:8540","",0,0,0,0,0,0,331404,400014,347248,"0","359555.4375","0","35922.7833047817"
"6974",2.33,398.20279,"Unknown","[M+Na]+","adduct linked to 6092_[M+H-H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.87","Orbi_P_E2_WS03B","398.20279:83276 399.20614:14791 400.2095:0","",0,0,0,0,0,0,311020,324967,273348,"0","303111.770833333","0","26702.6182428205"
"6976",2.15,398.20404,"Unknown","[M+H]+","adduct linked to 8365_[M+2ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.66","Orbi_P_E2_WS03C","398.20404:23453 399.20739:0 400.21075:0","",0,0,0,0,0,0,45721,44330,49767,"0","46605.86328125","0","2824.53515956697"
"6994",1.383,399.12601,"Unknown","[2M+K]+","adduct linked to 2105_[M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4","Orbi_P_E2_WS03A","399.12601:47452 400.12936:0 401.13272:0","",0,0,0,0,0,0,129577,126432,105107,"0","120371.880208333","0","13313.318567828"
"6996",1.095,399.12717,"Unknown","[M+Na]+","adduct linked to 7281_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.41","Orbi_P_E2_WS03B","399.12717:87946 400.13052:12486 401.13388:0","",0,0,0,0,0,0,393609,474560,422003,"0","430057.53125","0","41072.2372333733"
"7002",2.203,399.17706,"Unknown","[2M+K]+","adduct linked to 1624_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","11.16","Orbi_P_E2_WS03B","399.17706:133221 400.18041:40104 401.18377:6428","",0,0,0,0,0,0,324343,339690,265480,"0","309837.927083333","0","39173.8744116317"
"7007",4.866,399.23059,"Unknown","[M+IsoProp+H]+","found in higher mz's MsMs_8624; found in higher mz's MsMs_11398; found in higher mz's MsMs_9106; adduct linked to 6436_[M+CH3OH+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.64","Orbi_P_E2_WS03B","399.23059:47152 400.23394:42197 401.2373:0","",0,0,0,0,0,0,126540,161226,135237,"0","141001.169270833","0","18046.9082140798"
"7017",4.425,399.27252,"Unknown","[M+3ACN+2H]2+","adduct linked to 10673_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.99","Orbi_P_E2_WS03C","399.27252:33207 400.27587:0 401.27923:0","",10942,5112,2061,3119,3907,1212,72244,69527,86597,"4392.18709309896","76122.4817708333","3487.96914300411","9172.57643266968"
"7019",3.147,400.13962,"Unknown","[M+Li]+","adduct linked to 8310_[M+2ACN+H]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.61","Orbi_P_E2_WS03B","400.13962:26326 401.14297:7853 402.14633:0","",0,0,0,0,0,0,68901,90402,70987,"0","76762.921875","0","11857.3237675869"
"7020",3.246,400.14001,"Unknown","[M-C6H10O5+H]+","adduct linked to 10104_[M+ACN+Na]+; adduct linked to 9861_[M+ACN+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.26","Orbi_P_E2_WS03B","400.14001:61243 401.14336:12191 402.14672:0","",0,0,0,0,0,0,171420,229891,172733,"0","191347.828125","0","33385.5055544794"
"7026",2.64,400.21872,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 6022_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.07","Orbi_P_E2_WS03A","400.21872:145843 401.22207:28744 402.22543:5460","",4901,4804,8277,10237,11129,11058,404860,398874,360763,"8401.08813476563","388165.604166667","2935.15645503188","23919.4738079326"
"7027",2.561,400.21872,"Unknown","[M+ACN+H]+","adduct linked to 7743_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","12.17","Orbi_P_E2_WS03A","400.21872:140952 401.22207:26190 402.22543:26014","",0,0,0,0,0,0,487052,467227,450828,"0","468368.947916667","0","18139.2306169618"
"7033",1.655,401.15384,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 5476_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.41","Orbi_P_E2_WS03A","401.15384:17141 402.15719:0 403.16055:0","",0,0,0,0,0,0,61226,37224,41912,"0","46787.5052083333","0","12722.2184706361"
"7044",0.888,402.16101,"Unknown","[M+IsoProp+Na+H]+","adduct linked to 4583_[M+H-H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","50.06","Orbi_P_E2_WS03B","402.16101:98165 403.16436:15187 404.16772:0","",0,0,0,0,0,0,356501,375652,363284,"0","365145.541666667","0","9710.40722739319"
"7066",2.965,403.1485,"Unknown","[M+NH4]+","adduct linked to 7839_[M+ACN+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.65","Orbi_P_E2_WS03B","403.1485:28496 404.15185:0 405.15521:0","",0,0,0,0,0,0,51500,59978,33833,"0","48436.9674479167","0","13338.7398838124"
"7075",5.288,403.26474,"Unknown","[M+NH4]+","adduct linked to 8180_[M+IsoProp+Na+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.43","Orbi_P_E2_WS03B","403.26474:55593 404.26809:19803 405.27145:0","",0,0,0,0,0,0,174754,195538,151489,"0","173927.130208333","0","22036.0843918069"
"7081",2.185,404.11902,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.57","Orbi_P_E2_WS03A","404.11902:27650 405.12237:10544 406.12573:0","",0,0,0,0,0,0,128724,155206,131225,"0","138385.197916667","0","14621.1116365801"
"7088",2.568,404.22861,"Unknown","[M+NH4]+","adduct linked to 6774_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","18.19","Orbi_P_E2_WS03B","404.22861:210683 405.23196:52276 406.23532:12712","",0,0,0,0,0,1722,597041,600600,553600,"287.033060709635","583746.8125","703.084538047913","26168.7713096999"
"7102",2.931,405.11578,"Unknown","[M+ACN+H]+","adduct linked to 6644_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.85","Orbi_P_E2_WS03A","405.11578:17455 406.11913:0 407.12249:0","",0,0,0,0,0,0,43651,37861,32105,"0","37872.1842447917","0","5772.9779658801"
"7103",1.104,405.12714,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.19","Orbi_P_E2_WS03B","405.12714:31788 406.13049:16086 407.13385:0","",0,0,0,0,0,0,101038,127306,107101,"0","111814.8359375","0","13753.9530217915"
"7104",3.312,405.13025,"Unknown","[M+2H]2+","adduct linked to 11147_[M+IsoProp+H]+; similar chromatogram in higher mz_11313","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","25.86","Orbi_P_E2_WS03B","405.13025:83798 406.1336:20492 407.13696:5290","",0,0,0,0,0,0,208726,231028,205033,"0","214929.078125","0","14064.2581822086"
"7105",3.471,405.13068,"Unknown","[M+K]+","adduct linked to 6335_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.63","Orbi_P_E2_WS03A","405.13068:18191 406.13403:7945 407.13739:0","",0,0,0,0,0,0,39353,43140,42767,"0","41753.5794270833","0","2086.90893457757"
"7117",5.679,405.27963,"Unknown","[M+H]+","","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.8","Orbi_P_E2_WS03C","405.27963:29730 406.28298:6269 407.28634:0","",0,0,0,0,0,0,127494,134745,135273,"0","132503.864583333","0","4346.41231604613"
"7123",2.223,406.17139,"Unknown","[2M+3H2O+2H]+","adduct linked to 1871_[M+NH4]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","80.61","Orbi_P_E2_WS03A","406.1716:289478 407.17495:86463 408.17831:17949","73.02906:14954",0,0,0,0,0,0,748973,800855,708437,"0","752754.9375","0","46325.3760503153"
"7136",0.882,407.11713,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","21.73","Orbi_P_E2_WS03A","407.11713:73270 408.12048:18308 409.12384:0","",0,0,0,0,0,0,248174,238602,243784,"0","243519.848958333","0","4791.54851350875"
"7140",1.495,407.15286,"Unknown","[M+Na]+","adduct linked to 2958_[M-C6H10O4+H]+; adduct linked to 6735_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","14.88","Orbi_P_E2_WS03B","407.15286:61623 408.15621:8595 409.15957:0","",0,0,0,0,0,0,207045,285471,264230,"0","252248.583333333","0","40562.1732388771"
"7142",2.705,407.16931,"Unknown","[M+IsoProp+H]+","adduct linked to 6390_[M+Na]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2.82","Orbi_P_E2_WS03B","407.16931:11151 408.17266:0 409.17602:29377","",0,0,0,0,0,0,34752,29386,29951,"0","31362.9654947917","0","2948.96221649859"
"7149",5.144,407.24072,"Unknown","[M+Li]+","adduct linked to 8398_[M+2ACN+H]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.55","Orbi_P_E2_WS03B","407.24072:24410 408.24407:6470 409.24743:0","",2153,0,1634,1813,0,1207,98206,94227,79121,"1134.71006266276","90517.8828125","930.35328559528","10068.6394771174"
"7150",6.295,407.25903,"Unknown","[M+H]+","adduct linked to 7887_[M+2Na-H]+; similar chromatogram in higher mz_9285","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.27","Orbi_P_E2_WS03B","407.25903:62436 408.26238:22592 409.26574:0","",0,0,0,0,0,0,156705,170282,142494,"0","156493.765625","0","13894.9922556973"
"7160",1.008,408.15109,"Unknown","[M+2Na-H]+","adduct linked to 2077_[M-C6H10O5+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.49","Orbi_P_E2_WS03B","408.15109:20425 409.15444:0 410.1578:0","",0,0,0,0,0,0,86181,76854,68931,"0","77322.2890625","0","8634.32452229112"
"7161",2.293,408.18613,"Unknown","[2M+3H2O+2H]+","adduct linked to 1543_[M+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.43","Orbi_P_E2_WS03A","408.18613:20211 409.18948:8916 410.19284:0","",0,0,0,0,0,0,57292,43985,51449,"0","50908.7252604167","0","6670.25484169057"
"7175",2.485,409.11093,"Unknown","[M+Na]+","adduct linked to 7460_[M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.67","Orbi_P_E2_WS03C","409.11093:171742 410.11428:31335 411.11764:9082","",0,0,0,0,0,0,391274,425376,453953,"0","423534.364583333","0","31380.3360167752"
"7176",2.383,409.11203,"Unknown","[M+H]+","adduct linked to 7719_[M+CH3OH+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.89","Orbi_P_E2_WS03B","409.11203:34088 410.11538:7772 411.11874:0","",0,0,0,0,0,0,86410,91582,79602,"0","85864.7161458333","0","6008.46704454324"
"7185",2.574,409.18399,"Unknown","[M+Na]+","adduct linked to 6774_[M+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","54.56","Orbi_P_E2_WS03A","409.18423:1168196 410.18758:284408 411.19094:58004","121.19813:2587 203.05298:50938",24735,1213,18468,23765,23706,19392,3308244,3420947,3078538,"18546.4054158529","3269243","8869.0722795144","174504.246064566"
"7186",3.362,409.18417,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.37","Orbi_P_E2_WS03C","409.18417:57468 410.18752:17821 411.19088:0","",0,1688,1614,0,1305,1763,181237,192434,162831,"1061.67390950521","178834.046875","836.974362239964","14946.8072248735"
"7187",2.781,409.18427,"Unknown","[2M+Na]+","adduct linked to 7089_[2M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.09","Orbi_P_E2_WS03B","409.18427:176140 410.18762:46709 411.19098:57070","",5351,0,2924,1533,0,0,607393,608599,572975,"1634.5595296224","596322.208333333","2167.84589041233","20228.1625534888"
"7188",3.196,409.18439,"Unknown","[M+Na]+","adduct linked to 7471_[M+K]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.67","Orbi_P_E2_WS03A","409.18439:219381 410.18774:60114 411.1911:11930","107.01114:3779",0,1263,0,1290,3167,1049,614796,626642,545962,"1128.03942871094","595799.958333333","1162.04608867865","43565.5102109766"
