"Feature","mz","rt","Orbi_P_E2_EXBLANKA","Orbi_P_E2_EXBLANKB","Orbi_P_E2_EXBLANKC","Orbi_P_E2_Wasteblank4","Orbi_P_E2_Wasteblank5","Orbi_P_E2_Wasteblank6","Orbi_P_E2_WS03A","Orbi_P_E2_WS03B","Orbi_P_E2_WS03C"
"340",121.04022,0.584,3298244,3454555,3496672,3677840,2892850,3011848,2698828,2692086,2902686
"341",121.04025,2.263,1471698,1234194,399201,808897,1096835,1098969,1013554,1433265,998043
"342",121.04026,12.334,702257,678986,878759,1168754,2100570,847706,1257054,2526768,1371682
"343",121.04028,3.342,1596781,641513,1318688,1148401,716696,343664,1096886,818638,924146
"344",121.0403,9.718,1046154,769320,837840,524760,465239,567159,438849,833900,360140
"345",121.06461,6,1972697,1531247,2013808,1888112,2079818,1637014,2067904,1677478,1823266
"346",121.0653,0.866,37825,50066,32455,35214,57898,68266,1116890,1300739,1144330
"347",121.10161,4.875,108213,71815,100624,55844,141202,60949,251879,172620,223983
"348",121.10179,2.558,227603,80869,62935,45080,119410,76405,170579,150772,354082
"349",121.10179,7.54,456613,74226,45581,48319,71468,53725,125658,70615,78367
"350",121.10181,2.98,350191,103079,104268,54093,120320,38267,56041,140744,85730
"351",121.10182,5.497,152672,197094,167795,227001,189077,190289,189062,170467,180253
"352",121.10182,6.12,333194,110141,65590,46815,68838,76479,55402,115861,58635
"353",121.10184,3.356,888959,168531,193650,92781,76070,64798,57099,124618,163600
"354",121.10184,8.197,396348,86790,72022,46598,58043,50528,72988,27885,86007
"355",121.10188,4.403,357251,47797,95906,33894,71886,61870,196639,194225,234532
"356",121.10191,8.119,414347,73198,71356,71550,60221,88195,112800,104872,71646
"357",121.95828,0.424,84514,81365,86079,62218,84449,69596,134388,153286,139604
"358",121.96667,0.705,262313,194736,164361,292770,89159,295944,207530,57331,60745
"359",121.9668,11.827,10532201,10635639,11033746,10501603,10153971,10658258,8676843,9952048,8187847
"360",121.96693,0.579,86855,85450,87940,178576,73425,176251,0,160945,105670
"361",122.01991,0.378,188597,344244,267426,376237,300596,286395,204353,311889,419409
"362",122.01997,0.538,572209,311843,280277,293453,224031,222523,107299,183992,119716
"363",122.08179,0.478,791038,903648,653522,477506,142532,89774,25053,47329,32135
"364",122.09676,0.599,159850,177606,166185,177609,156663,169568,134469,94035,124667
"365",122.3244,5.96,0,0,0,1243,0,0,95406,121779,63867
"366",122.9248,0.474,4231,4688,4866,2322,7609,3702,14003201,15678427,15634875
"367",122.92544,11.641,129835,13377,65321,154661,69240,205363,72783,168970,54260
"368",123.04065,0.418,4789,26848,13936,13824,19693,24816,268705,328291,372646
"369",123.05576,0.92,109945,95819,253670,180149,101680,134310,15001192,16167729,13716451
"370",123.05595,0.588,646188,597264,728580,705814,704521,622442,323340,284229,560227
"371",123.08086,2.575,116486,221950,118523,176046,107255,130607,318683,317059,373891
"372",123.08089,6.008,91313,162900,226252,131554,197295,155156,409991,247211,182083
"373",123.08094,2.812,243514,140112,221844,157222,83622,165011,548502,510770,463094
"374",123.08103,2.375,1457210,144221,309565,145839,217579,169599,175660,123372,281143
"375",123.08112,1.606,577870,87841,149476,161170,136902,120565,208079,118545,171355
"376",123.0921,11.647,1503030,1211886,1370839,1286770,1294203,1211161,1562467,1333659,1221930
"377",123.11734,2.559,71755,26459,35019,32676,46810,41133,152477,174216,155349
"378",123.11735,7.141,532522,109502,114709,37952,53253,52050,49759,89700,43541
"379",123.11736,7.534,6756420,175664,48954,62385,57655,48737,120178,102750,43054
"380",123.11739,3.76,572440,47635,107142,56014,29278,75592,96497,72402,85431
"381",123.1174,7.477,12495703,233277,121905,34987,57655,31475,78910,34090,39452
"382",123.11742,8.562,189277,85922,121578,20857,29671,48424,66860,39962,58978
"383",123.11744,6.991,419095,53644,30915,50860,52841,80761,61497,33677,74181
"384",123.11746,6.566,896684,26309,27859,27374,59342,68000,44605,54441,38829
"385",123.11746,8.711,122903,72878,127651,42560,64132,34875,40496,37158,128426
"386",123.11748,6.504,1419548,93228,76951,45187,41711,37408,108325,117527,47990
"387",123.11749,9.724,264595,80408,108055,32566,43159,31334,41699,62026,45767
"388",123.11749,3.369,256457,132079,107537,44379,51563,87374,118039,71363,66915
"389",123.11751,7.318,1056591,36886,39165,29798,59832,24784,68046,66623,67906
"390",123.11753,3.689,743539,42675,56261,101926,50952,50950,80464,49852,85431
"391",123.11758,2.772,104572,182383,156369,142654,204582,149326,182907,161746,159191
"392",123.31247,5.264,0,0,0,0,0,0,109279,118133,115369
"393",123.94084,11.636,96391,138461,101502,145072,154259,70988,198790,151186,140421
"394",123.94107,6.028,41602,139122,116746,83923,188708,146272,144377,59011,101693
"395",123.96492,11.833,2860338,5261526,5340816,2270890,4027316,4238164,3237894,3508801,4557004
"396",124.03976,0.81,85428,74515,136928,78799,29793,48498,1943736,2065442,1904998
"397",124.03978,0.575,121161,53079,36379,88162,82318,59070,1513476,1810101,1794975
"398",124.07623,2.708,11106,13208,24407,27714,39638,29110,1614328,1632546,1329211
"399",124.08726,11.645,412707520,382535456,409274496,373815296,387408416,378128352,444282016,389180608,373189856
"400",124.08726,6,9191213,9606314,9210069,8113602,9839611,7333554,12307944,7154652,17838458
"401",124.08732,10.023,12336905,13669010,26088116,12580162,17180630,27492500,14669472,15330921,34460828
"402",124.08733,8.076,9915283,3366356,13950082,9978029,13777544,12913272,5123968,6474050,9951107
"403",124.08734,5.561,4118225,5734712,5862292,6007151,4637962,8663648,6136744,7589454,5577150
"404",124.08735,10.083,13789508,6768942,26088116,14351828,10933180,53211760,27845604,18069224,51471020
"405",124.0874,4.508,2441600,3130870,2604516,1987133,1610702,2425440,2302080,2401528,2599578
"406",124.0874,4.976,1742904,2020018,1857262,2707783,1833007,1566190,5469915,1877865,4437394
"407",124.0875,0.584,1017462,875390,1078087,1039376,997213,1007170,946513,911619,850270
"408",124.08752,9.771,28429836,40630612,25787240,24959484,11858951,15325297,24016716,51642596,33873356
"409",124.08752,7.479,10833043,7815142,4859384,4724963,4940130,5718910,5481587,4914864,5206680
"410",124.08755,0.811,2895230,2060944,2223028,2155763,2240276,1862147,2089864,2448390,1994150
"411",124.08758,8.505,9277615,6193448,10056017,10118806,7104666,3961543,7549200,8324907,5406226
"412",124.08759,1.384,1659141,1500477,1364652,1319311,1785171,1207861,1566060,1690421,1428898
"413",124.08763,3.823,1580208,1834546,1414937,2170850,1874796,2820998,1358164,1968142,1819736
"414",124.11265,2.8,10014003,1300094,1505509,122215,67887,49375,159205,167479,158790
"415",124.11266,7.209,450236,24062,27880,1965,1237,4800,4533,2132,5101
"416",124.11273,3.826,1042990,190472,193761,1563,3645,3060,3475,1787,5689
"417",124.11274,3.132,218115,113580,128687,2703,1448,1911,14377,6342,14409
"418",124.92287,0.474,0,0,0,0,0,0,2094203,2298511,2366171
"419",124.9569,11.872,92772,131078,67206,74857,136320,111382,37125,198324,59299
"420",124.96487,11.659,70661,139087,57300,133921,81850,60174,28883,78033,71299
"421",125.06036,1.712,858052,199615,166507,55560,84000,115587,94851,56277,71178
"422",125.07127,8.051,5241200,13917466,10943331,8360108,7431076,11429627,10711864,6265686,18612132
"423",125.0713,11.205,7119626,6939348,7253571,7666762,7014591,8886394,7876408,4728550,3180800
"424",125.07132,10.077,12738109,6000774,9665074,10232588,10164799,29345870,8412927,9289942,26870606
"425",125.07133,10.267,8155024,7251270,9054711,7577192,5528486,4988532,10237463,17285172,27958600
"426",125.0714,0.595,2196828,1582306,1748759,1932111,1921808,1794328,1613185,1310393,1560926
"427",125.0714,4.564,2574774,1517550,2863997,2346121,1533671,1904408,1051248,6145312,1882602
"428",125.07142,0.822,494876,447483,549756,591978,402675,234966,262886,579472,451588
"429",125.07143,4.951,1518472,1531164,1197022,2340132,2711428,1654609,4486620,4158450,1311173
"430",125.07147,5.994,3883852,4956420,6030446,8313537,6492960,5887102,6416650,5883967,5908277
"431",125.0715,9.735,13819257,29581108,18399318,21214334,9163202,11123325,5996010,4557086,10822745
"432",125.07153,9.557,11568165,18356204,12964117,12781471,7947510,14519384,8738152,15908018,8179451
"433",125.07157,8.505,6417012,7672903,4177836,10910851,5866937,7324234,6493866,10109948,2748717
"434",125.07162,3.823,2649558,1057005,834143,1284421,1018714,1008037,1512458,975306,869739
"435",125.07162,5.44,1246713,2868972,3543128,2289604,3809101,2875569,1119030,4927018,6699096
"436",125.09666,2.807,4600073,951702,1088698,310225,128884,133008,174581,692420,246264
"437",125.0967,2.313,1007103,293925,268092,154413,181462,88439,58682,174174,94978
"438",125.9866,0.506,4972508,3722610,3359770,3758138,3416810,3781090,3210456,3438386,3481410
"439",125.98671,2.784,6173313,7934782,6386992,1724132,6581869,3144440,5091918,2828371,1566943
"440",125.98673,11.658,60938156,73451304,75708568,51303388,58057460,61794232,69923424,62387280,66413056
"441",125.98676,6.005,4884555,5467732,5548234,5010962,5011830,6278987,4568680,1751235,6372682
"442",125.9868,3.519,11538492,6979504,8201548,4339519,1970198,3571798,4619626,10287010,5410458
"443",125.98682,0.428,3567042,3722610,3359770,3758138,3416810,3781090,3377908,3478265,3520878
"444",125.98682,12.686,3371940,1827775,5936652,1813470,5821306,6064778,4359112,4739770,4116539
"445",125.98684,0.354,5703711,5651890,3666923,4394406,3215882,8703648,5877298,5791498,2534842
"446",125.98685,0.104,4085520,3393585,2990782,2011295,5076655,5013758,4288078,2878000,5934240
"447",125.98685,3.76,9895552,9509924,6912372,3702390,2720548,5167339,2895492,4561738,7242896
"448",125.98692,0.608,9268004,13709920,4737640,14090669,11667975,14839378,8729867,4977388,7043710
"449",126.05273,0.51,13680,7824,26413,7607,5885,18414,391421,474942,289846
"450",126.0782,11.652,4310348,3708717,4272434,3394673,3898074,3856677,4427907,4435089,4161910
"451",126.0918,2.804,386827,73143,66736,7914,15437,7835,633593,656461,615596
"452",126.12804,11.78,462676,361546,465714,499443,490738,519543,535999,410442,523824
"453",126.95586,0.592,295397,247523,265860,254305,310190,288104,305047,264145,279868
"454",126.95602,0.756,968399,710457,984242,961205,1039011,1011748,223822,335062,861611
"455",126.97246,11.879,3805679,3418289,4898686,4563030,4216722,1611603,1279787,3050333,1511705
"456",126.99023,3.562,156374,116132,111846,95260,133921,46880,114601,83034,140063
"457",127.01619,3.8,105150,127291,105781,117068,109419,115942,118342,112427,105273
"458",127.0393,0.554,24877,13619,54377,17389,26147,9440,26848528,27051010,26405258
"459",127.03931,1.955,37026,41316,28071,21989,15892,14472,280486,319112,278296
"460",127.03939,0.802,48469,61323,16092,24583,37898,15455,592360,1165739,717505
"461",127.0761,1.761,919666,49937,59463,74371,26090,55762,39205,41821,63522
"462",127.08707,11.647,2423110,2274628,2546342,2214741,2054952,2325851,2656563,2266586,2487703
"463",127.11205,6.578,202714,26127,16646,11962,22271,19745,23210,44790,17217
"464",127.11215,5.528,171393,98766,53793,79131,83744,72509,67970,119678,91339
"465",127.11217,9.731,193972,202509,205660,168569,141301,187671,160067,212262,244299
"466",127.11227,7.141,250046,29979,18911,25129,18551,15644,29561,16664,23640
"467",127.11229,8.119,153483,36087,10970,13997,37193,21849,28659,28423,20584
"468",127.1123,5.602,206770,29253,41298,26864,19910,36143,37706,13910,43824
"469",127.11242,9.543,91722,161718,149224,38314,25010,114344,111061,27356,124165
"470",127.31113,4.178,0,0,0,0,0,0,22489,27340,20635
"471",127.96832,11.662,567036,558787,608486,597421,528028,571483,495370,686442,545347
"472",127.97925,0.6,110038,138422,105761,105344,133230,184325,86897,72966,69940
"473",128.0195,11.657,2246645,1644080,2226024,2273329,2213062,2108986,2335518,2318795,2347854
"474",128.01953,0.425,823556,856954,832939,878484,852556,869442,15356548,18040794,18652420
"475",128.01968,1.77,1123407,1057686,731135,1556788,625000,1453623,1112927,1476575,1176079
"476",128.01981,0.803,958976,1728214,1099339,1942730,708454,1429687,738971,1050234,1353967
"477",128.01981,1.18,903785,554890,745177,1064925,683709,1148198,783061,1398454,1464044
"478",128.01987,2.051,1143537,978792,782274,1012607,548554,1308426,434853,1213399,1040844
"479",128.01993,0.599,1834977,3084404,1405560,1386869,1937352,1563417,1305785,1719469,1453010
"480",128.07117,0.549,1230159,491793,168399,75770,97699,72396,838618,916949,745519
"481",128.0712,0.809,1240302,171402,183563,31234,59043,52521,327709,321615,307201
"482",128.10736,0.809,19553,23904,9597,36248,23093,31281,181023,181473,216561
"483",128.10736,0.524,16002,25566,9464,19199,30335,19304,311605,319827,394905
"484",128.10742,0.588,53526,21494,28779,28007,41336,12055,194183,335239,290667
"485",128.10742,8.55,168643,42050,59247,47676,33100,26022,13433,72440,32400
"486",128.10744,7.362,648207,70217,44509,14800,13924,11397,40966,21121,40325
"487",128.10744,8.112,196016,18260,50416,15717,24406,31889,23675,19519,24901
"488",128.10753,8.209,203580,28526,67488,19739,40760,21053,13005,35028,20433
"489",128.10757,2.71,451605,28583,29137,38983,23028,25411,128778,103372,100068
"490",128.10757,6.12,512480,39520,26817,23538,13654,11965,20911,29302,29368
"491",128.1076,1.758,455304,73849,81576,19592,17819,9872,24068,27929,36548
"492",128.1076,2.257,2801173,202796,228564,39394,23211,24137,57717,40450,34374
"493",128.1076,3.211,577500,105442,120224,36833,16567,65252,76651,35408,43333
"494",128.14355,11.646,1267266,1503710,1319132,981104,1256589,1227144,1524384,1363423,1422252
"495",128.14386,7.54,1514682,21994,11959,2912,1411,2019,4572,1444,6263
"496",128.14391,7.473,1852878,34056,3218,2112,3571,1201,3039,6788,1103
"497",128.14394,6.542,200791,1243,2636,5354,2954,2116,1465,3010,3294
"498",128.27803,4.408,0,0,0,0,0,0,89168,90290,94884
"499",128.27814,4.86,0,0,0,0,0,0,201205,251766,216338
"500",128.38895,4.406,0,0,0,0,0,0,46680,50932,53752
"501",128.3893,4.86,0,0,0,0,0,0,129156,141671,138908
"502",128.50066,4.857,0,0,0,0,0,0,12067,48801,29392
"503",128.80061,4.851,0,0,0,0,0,0,41513,49395,20793
"504",128.95102,0.592,5586826,5754714,5681600,4783304,4799876,4916420,5485000,5495936,5471212
"505",128.95103,0.758,19559790,20181768,22430960,18477196,20861738,20674838,30709678,26676712,29491722
"506",128.95107,12.109,5708882,7351346,3571853,2887069,4899992,4207186,1803576,7311334,4933830
"507",128.95113,11.787,5385402,6493476,4514845,2856292,4993033,3764433,4238780,6746088,3686347
"508",128.95113,12.191,2988302,4912828,1329615,2536456,2703242,2107325,4498626,3161157,5016380
"509",128.95116,0.402,1743304,1279302,1764877,1323522,1569593,1459555,2409876,3505342,1484195
"510",128.95122,3.573,351109,201635,392193,259571,153364,107439,163139,210440,229534
"511",129.05484,5.998,93196,64591,92198,87893,104473,61832,107576,84356,83981
"512",129.06616,0.573,326848,191781,13389,183282,2913,174013,4663660,4438322,4481350
"513",129.07022,8.238,1749008,1733971,1705929,1591649,1591808,1731899,1838023,1742867,1870985
"514",129.07024,8.074,471346,542358,582094,469624,524465,476190,531412,531054,577512
"515",129.07024,8.378,6859649,6767131,6955824,6466226,6645098,6985742,7303899,7271640,7234902
"516",129.07025,4.559,237666,208799,226792,233519,185181,215990,237064,295535,284516
"517",129.07028,8.562,1223506,1452878,1197508,2448298,2530852,2478115,1479689,2596751,1485957
"518",129.0703,8.718,1375926,1347460,909785,1338883,1145292,1160058,1388330,960556,1480528
"519",129.07031,5.862,450962,312559,443076,314276,418744,271100,351043,265176,46648
"520",129.07036,7.167,1729650,1838877,1684125,1581613,1663270,1680090,1744916,1506455,1739939
"521",129.0704,6.769,1740577,1577950,1564430,1500817,1591436,1595833,1642119,1667944,1576453
"522",129.07043,6.947,2214387,2085402,1945031,2006716,2074221,1925439,2267551,2060831,2081480
"523",129.07048,7.45,116758,451300,560218,370025,367007,382728,442857,722320,429595
"524",129.09164,1.755,309429,75229,115862,38709,58278,25347,52442,53764,53504
"525",129.933,0.788,161660,216591,104361,128844,131431,143027,119867,104863,87128
"526",129.97943,11.66,1039897,1111796,1127348,1027092,1015934,852816,960255,1131549,1138567
"527",129.97948,6.008,78148,78792,130287,135206,45794,56704,35282,15982,54502
"528",129.97955,0.596,195519,110729,163904,100067,352568,260145,50935,204341,111842
"529",130.01706,0.421,212468,197685,181958,210528,153266,251241,2484558,2905778,3030970
"530",130.05022,0.57,402697,366311,415613,417619,394116,421496,104236736,110098344,100068640
"531",130.05025,0.809,361129,327060,385567,298531,343179,326171,20609792,20853538,19736894
"532",130.06528,1.821,4579,16640,16653,17186,14652,5029,936790,1021447,986648
"533",130.06558,2.908,12001,4634,13270,9757,22306,13592,327741,304989,311430
"534",130.09766,11.646,3222798,3041038,3258848,3079948,3147409,2804618,3166016,2972434,3065627
"535",130.15935,10.083,1915280,1901143,1185906,1928126,1774563,2945694,3541600,3195963,9398845
"536",130.15935,10.297,3326972,5885509,4525117,3791610,3330187,2670296,3246892,7742951,7339673
"537",130.15941,11.645,10008585,9306360,10067033,8701951,10504079,9265286,11340466,10113831,8880246
