Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45
5316,4.069,329.24472,Unknown,[M+H]+,similar chromatogram in higher mz_7383,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.19,Orbi_P_E2_EXBLANKA,329.24472:45832 330.24807:7876 331.25143:0,,122933,17999,17329,0,0,0,1676,2705,1822,26376.8326822917,2067.48181152344,48088.2474061038,556.742823792899
5317,7.264,329.28064,Unknown,[M+NH4]+,adduct linked to 4869_[M+H]+,0.111,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,73.25,Orbi_P_E2_EXBLANKA,329.28064:885252 330.28399:228365 331.28735:0,69.70653:2364 95.05012:2264 137.09557:3257 141.12769:7841 155.10686:6856,2633052,113500,83937,0,0,0,2080,0,0,471748.096354167,693.286539713542,1059963.2363115,1200.80751098747
5318,6.967,329.28067,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.4,Orbi_P_E2_EXBLANKA,329.28067:90884 330.28402:18223 331.28738:30473,,289514,14555,10287,0,0,0,0,0,0,52392.5279947917,0,116332.273038508,0
5319,7.213,329.28067,Unknown,[M+NH4]+,adduct linked to 5868_[M+K]+; adduct linked to 10290_[2M+Na]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,30.79,Orbi_P_E2_EXBLANKA,329.28067:1029090 330.28402:243721 331.28738:24666,67.05492:2964 95.08578:3110 268.26404:4133,2851566,144213,139316,0,0,0,0,0,0,522515.932291667,0,1143109.59764038,0
5320,6.174,329.31677,Unknown,[M+NH4]+,adduct linked to 4877_[M+H]+,1,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,58.44,Orbi_P_E2_WS03A,329.31696:249608 330.32031:55779 331.32367:7551,71.99204:2673 98.98479:91403 174.99153:3221,787615,683008,858623,787754,732769,736681,978551,1054324,1083626,764408.5,1038833.91666667,60590.087678764,54223.3744097526
5321,6.245,329.31693,Unknown,[M+NH4]+,adduct linked to 4875_[M+H]+,1,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,52.26,Orbi_P_E2_WS03A,329.31699:254730 330.32034:50929 331.3237:7603,79.66599:2756 170.2287:2494,1518404,1397646,1432502,1369229,1312542,1236634,1599640,1553686,1527028,1377826.25,1560117.95833333,97381.1410807426,36730.4337935377
5322,7.145,329.31693,Unknown,[2M+H]+,adduct linked to 1408_[M+Li]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,52.59,Orbi_P_E2_EXBLANKA,329.31693:1204912 330.32028:299955 331.32364:35149,58.16307:2525 81.07076:7878 98.98491:51681 192.58737:2856,4622749,550702,515319,20611,18076,37032,19092,17657,43689,960748.21484375,26812.4524739583,1811216.9759857,14632.8365537353
5323,7.36,329.31696,Unknown,[M+H]+,adduct linked to 7114_[M+2K-H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,88.88,Orbi_P_E2_EXBLANKA,329.31696:2062502 330.32031:463251 331.32367:59328,72.04543:4747 95.08628:21407 98.98493:43189 107.08624:6155 111.08088:5077 133.10182:8380 147.11731:8125 161.13268:7757 175.1481:5995 186.14949:13518 187.15315:13988 280.23538:8850,8291232,978771,981393,15718,19707,23153,44509,51576,45261,1718329.19514974,47115.2252604167,3254255.69342503,3881.66848962025
5324,7.301,329.31705,Unknown,[M+H]+,adduct linked to 7113_[M+2K-H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,174.56,Orbi_P_E2_EXBLANKA,329.31705:1209069 330.3204:262919 331.32376:40898,69.70653:2364 95.05012:2264 137.09557:3257 141.12769:7841 155.10686:6856,3887160,384778,403051,20373,14494,10607,18120,14741,16144,786743.761067708,16335.0647786458,1530193.2137957,1697.68735017207
5325,8.122,329.31705,Unknown,[M-C6H8O6+H]+,adduct linked to 5704_[M-C6H10O5+H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,68.98,Orbi_P_E2_EXBLANKA,329.31705:1874007 330.3204:426221 331.32376:68766,61.58989:3155 81.0707:18686 95.0864:20576 107.08586:6002 121.10125:6152 133.10152:8601 147.11708:6171 165.12805:3086 179.17967:5110,6438374,354197,393986,8143,31871,19950,25161,11873,16005,1207753.3898112,17679.7659505208,2568377.57700211,6800.05605672299
5326,8.206,329.31711,Unknown,[M+NH4]+,adduct linked to 10293_[2M+Na]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,52.43,Orbi_P_E2_EXBLANKA,329.31711:1325915 330.32046:273474 331.32382:38271,67.05511:4100 71.08654:4890 83.08636:9264 97.10209:10968 139.11226:5113 149.13266:4894 156.13878:6375 175.14938:3141,4504645,299610,311307,39891,3380,20120,12855,18739,25255,863158.690307617,18949.46875,1789427.53448733,6202.7877836746
5327,7.982,329.31735,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.16,Orbi_P_E2_EXBLANKA,329.31735:120074 330.3207:15482 331.32406:0,,455107,50290,30421,19772,14277,15459,10377,16116,12526,97554.296875,13006.1803385417,175675.636996843,2899.49741694184
5328,11.685,329.88174,Unknown,[M+H]+,,0.778,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,26.46,Orbi_P_E2_Wasteblank4,329.88174:81365 330.88509:0 331.88845:28764,,275076,259367,299354,383897,240373,159508,111700,156472,86747,269595.671875,118306.036458333,73564.0260642273,35328.6981290458
5329,0.418,330.00845,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.3,Orbi_P_E2_WS03B,330.00845:41237 331.0118:106209 332.01516:0,,58956,57528,81025,62800,106308,120895,184554,197796,149491,81252.0520833333,177280.171875,26832.2813666364,24960.5227095867
5330,1.374,330.00879,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.91,Orbi_P_E2_WS03C,330.00879:45892 331.01214:106035 332.0155:0,,97229,108844,82916,91573,93534,143610,234276,222915,164867,102950.8671875,207352.703125,21633.8520350653,37229.4678566903
5331,0.595,330.05832,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,49.16,Orbi_P_E2_WS03B,330.05832:249021 331.06167:45166 332.06503:0,,3297,2439,0,2690,2985,4930,701809,758552,814751,2723.55773925781,758370.5625,1597.97396057609,56471.4059531735
5332,0.81,330.05872,Unknown,[M+H]+,adduct linked to 6826_[M+IsoProp+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,57.53,Orbi_P_E2_WS03C,330.05872:194926 331.06207:37187 332.06543:18802,,0,0,0,0,0,0,463408,456972,459296,0,459892.09375,0,3258.68977142151
5333,3.645,330.13455,Unknown,[M+H]+,adduct linked to 1318_[M-C6H10O5+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.54,Orbi_P_E2_WS03B,330.13455:27120 331.1379:70115 332.14126:12016,,0,0,0,0,0,0,55820,64277,57660,0,59252.48046875,0,4447.58919808721
5334,8.188,330.17117,Unknown,[M+NH4]+,adduct linked to 4891_[M+H]+; similar chromatogram in higher mz_7266,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,22.43,Orbi_P_E2_EXBLANKA,330.17117:94214 331.17452:16986 332.17788:0,,337899,299343,337926,291905,318851,301879,280841,265040,342473,314633.822916667,296117.78125,20073.2598709027,40914.3865187547
5335,2.268,330.20377,Unknown,[2M+3H2O+2H]+,adduct linked to 700_[M+H]+; adduct linked to 6542_[M+ACN+Na]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,9.8,Orbi_P_E2_WS03A,330.20377:40129 331.20712:8395 332.21048:0,,135433,149970,153160,123302,144659,149003,160834,142888,171336,142587.6328125,158352.625,11268.1736379909,14385.6670461452
5336,11.645,330.20416,Unknown,[2M+ACN+Na]+,adduct linked to 618_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,270.89,Orbi_P_E2_Wasteblank5,330.20416:1382871 331.20751:0 332.21087:0,,2906163,2542041,2789955,2529857,2978887,2721964,3020492,2952478,2794525,2744811.29166667,2922498.66666667,184773.794809925,115928.271259736
5337,2.429,330.20416,Unknown,[M+H-H2O]+,adduct linked to 7548_[M+2ACN+H]+,1,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,40.08,Orbi_P_E2_Wasteblank5,330.20493:197718 331.20828:37636 332.21164:0,52.06526:2329 98.9849:17453 148.08755:4311,766455,721978,695359,696132,723465,768998,790961,799460,805900,728731.40625,798773.520833333,32540.0933712635,7493.30415957237
5338,6.75,330.20499,Unknown,[M+K]+,adduct linked to 4922_[M+Na]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,22.73,Orbi_P_E2_EXBLANKA,330.20499:84762 331.20834:28287 332.2117:281353,,260808,26076,31022,5358,22950,13971,16811,11077,13886,60030.8690592448,13924.5833333333,98784.1382994383,2867.26103913079
5339,5.923,330.20505,Unknown,[M+Na]+,adduct linked to 4774_[M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,31.84,Orbi_P_E2_EXBLANKA,330.20505:107867 331.2084:23354 332.21176:29434,,319292,25166,32678,1645,1796,6651,12021,12591,7104,64538.1895751953,10572.0712890625,125465.410536825,3017.34700001554
5340,7.042,330.20532,Unknown,[M+K]+,adduct linked to 4331_[M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,12.64,Orbi_P_E2_EXBLANKA,330.20532:41057 331.20867:0 332.21203:170210,,131823,4525,15894,5645,3379,13058,44718,46036,60457,29054.0029703776,50403.8606770833,50594.9953115069,8731.54719954861
5341,6.613,330.20541,Unknown,[M+2Na-H]+,adduct linked to 4197_[M+H]+,0.556,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.44,Orbi_P_E2_EXBLANKA,330.20541:37517 331.20876:0 332.21212:533430,,129393,54311,53090,41688,60134,37686,53376,51160,58186,62716.8483072917,54240.3541666667,33717.8772605561,3591.98012872253
5342,8.219,330.26437,Unknown,[M+H]+,,0.667,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,22.53,Orbi_P_E2_WS03A,330.26437:123866 331.26772:37328 332.27108:9647,,702018,1069551,782244,781770,778560,865931,989484,887074,1078755,830012.270833333,985104.104166667,128302.955833825,95915.8905616566
5343,8.056,330.2648,Unknown,[M+NH4]+,adduct linked to 3941_[M+H-2H2O]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.07,Orbi_P_E2_WS03A,330.2648:72148 331.26815:0 332.27151:0,,337751,179008,128501,572379,409736,382969,283142,353545,571865,335057.354166667,402850.958333333,161998.842767702,150544.188141638
5344,6.596,330.26483,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,15.5,Orbi_P_E2_EXBLANKA,330.26483:213987 331.26818:35214 332.27154:876106,,1184391,64833,45401,21731,22410,28946,17288,107408,108651,227952.111653646,77781.984375,468846.840218962,52393.3576342541
5345,5.439,330.26489,Unknown,[M+H]+,,0.444,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,25,Orbi_P_E2_EXBLANKA,330.26489:1049216 331.26824:261041 332.2716:20029,83.08651:6193 119.08603:6945 135.08104:9494 149.09636:10194 149.13306:5036 161.13324:3583 167.10709:9524 173.11769:12150 241.19705:3896 259.20712:8670,3742345,185250,163620,2694,2393,2400,58964,52645,55867,683117.033406576,55825.04296875,1501090.1964356,3159.62100533017
5346,5.522,330.26495,Unknown,[M+H]+,adduct linked to 5956_[M+Na]+,0.111,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,29.33,Orbi_P_E2_EXBLANKA,330.26495:409793 331.2683:81799 332.27166:129384,61.58621:3832 81.07087:2873,1450721,59642,80804,6897,4217,1840,12641,5401,2267,267353.461303711,6769.62703450521,580668.647028789,5321.01056076457
5347,5.335,330.26498,Unknown,[M+CH3OH+H]+,adduct linked to 5054_[M+Na]+,0.111,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,39.87,Orbi_P_E2_EXBLANKA,330.26498:570875 331.26833:111845 332.27169:204550,60.26602:7629 93.07053:4184 119.08622:3973 121.10185:6263 165.12813:3732 259.20618:3073,2907384,154047,142254,1491,2052,2887,4292,52645,8566,535019.230102539,21834.2298177083,1164421.98979946,26768.2123642803
5348,4.443,330.26501,Unknown,[M+Li]+,adduct linked to 6722_[M+IsoProp+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.54,Orbi_P_E2_EXBLANKA,330.26501:103705 331.26836:17670 332.27172:0,,435284,25220,43416,4280,1687,1846,1577,8449,4495,85288.5678100586,4840.07702636719,172262.855397331,3449.03992165074
5349,4.341,330.26505,Unknown,[M+CH3OH+H]+,adduct linked to 4663_[M+Li]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,13.86,Orbi_P_E2_EXBLANKA,330.26505:357944 331.2684:66510 332.27176:7097,61.58361:2933 93.0705:3222 95.08637:11112 139.1116:3236 200.73625:2549,1786533,101118,136607,1208,2525,2931,1577,8449,5224,338486.902750651,5083.09818522135,711781.339334676,3438.21484270677
5350,5.194,330.26505,Unknown,[M+H]+,,0.111,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,10.91,Orbi_P_E2_EXBLANKA,330.26505:239130 331.2684:48260 332.27176:313386,64.9783:2950 91.05535:4451,1301516,82664,67127,1860,3685,2024,1951,5297,2455,243146.016357422,3234.40592447917,519727.72174083,1804.07355807455
5351,6.875,330.26517,Unknown,[M+ACN+Na]+,adduct linked to 4694_[M+K]+,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.72,Orbi_P_E2_EXBLANKA,330.26517:124441 331.26852:23036 332.27188:30652,,495195,24082,16584,33764,40593,41175,198006,166306,183434,108565.28515625,182581.833333333,189651.150649774,15867.4932797448
5352,5.871,330.26517,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.51,Orbi_P_E2_EXBLANKC,330.26517:24672 331.26852:0 332.27188:0,,1151677,87060,109754,3569,5580,3330,8597,2654,6791,226828.282999674,6013.75561523438,455485.006187181,3046.63728796963
5353,4.996,330.2652,Unknown,[M+Li]+,adduct linked to 7051_[M+DMSO+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.77,Orbi_P_E2_EXBLANKA,330.2652:105880 331.26855:34737 332.27191:13101,,455109,43191,10110,5250,3038,3404,46066,70812,59767,86683.5579427083,58881.6419270833,181138.755903273,12397.1225235519
5354,6.042,330.26526,Unknown,[M+Na]+,adduct linked to 6713_[M+2K-H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,9.21,Orbi_P_E2_EXBLANKA,330.26526:140100 331.26861:29574 332.27197:0,,575908,38939,42282,11216,6806,13627,12458,3500,13792,114796.399983724,9916.65250651042,226390.368065384,5596.88876379974
5355,7.491,330.32019,Unknown,[M+ACN+Na]+,adduct linked to 4161_[M+NH4]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,20.27,Orbi_P_E2_EXBLANKA,330.32019:134077 331.32354:0 332.3269:156328,,382716,28492,22831,0,0,0,2570,0,0,72339.7724609375,856.765950520833,152582.059520081,1483.96215649713
5356,6.872,330.33743,Unknown,[M+H]+,,0.778,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,338.92,Orbi_P_E2_WS03C,330.33743:26616 331.34078:5978 332.34414:10512,,107601,116057,74482,107549,116102,112319,147406,127567,131305,105685.044270833,135426.0859375,15753.8495717519,10541.9994825473
5357,0.535,330.90927,Unknown,[M+H]+,,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.17,Orbi_P_E2_EXBLANKC,330.90927:24632 331.91262:0 332.91598:0,,31992,35847,80930,68017,86619,64269,6065,13092,2804,61279.0305989583,7320.12117513021,22746.9259463664,5257.78703827793
5358,11.778,330.91608,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.08,Orbi_P_E2_WS03C,330.91608:66102 331.91943:19951 332.92279:14756,,260681,656545,479846,646819,472792,329437,141688,526473,231362,474353.4375,299841.067708333,161013.939747553,201325.391107361
5359,11.677,330.91672,Unknown,[M+CH3OH+H]+,adduct linked to 4525_[M+H]+,0.667,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,29.06,Orbi_P_E2_Wasteblank4,330.91672:130348 331.92007:0 332.92343:133782,,397848,309308,418175,497020,402648,263719,275292,325174,301906,381452.984375,300790.520833333,83052.4335789379,24959.4308843499
5360,11.69,331.00217,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,20.11,Orbi_P_E2_WS03B,331.00217:112446 332.00552:0 333.00888:0,,449382,203043,149500,262513,258508,259477,477743,334821,345892,263737.260416667,386152.125,101237.347085878,79513.2428799636
5361,1.381,331.00244,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.28,Orbi_P_E2_WS03C,331.00244:128527 332.00579:0 333.00915:24964,,458077,419312,256015,162738,447270,157349,618010,358283,357181,316793.481770833,444491.302083333,141664.981327463,150272.773378031
5362,0.55,331.00299,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.25,Orbi_P_E2_Wasteblank6,331.00299:90862 332.00634:10915 333.0097:9427,,558508,255170,267316,334542,565082,251382,511479,303546,297718,372000.0546875,370914.21875,150083.800556519,121767.275733987
5363,8.069,331.00317,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.81,Orbi_P_E2_EXBLANKA,331.00317:44944 332.00652:0 333.00988:0,,254791,96667,96594,66744,105211,155448,188467,328808,219171,129242.36328125,245482.041666667,67911.4626781892,73777.3487353557
5364,1.38,331.07922,Unknown,[M+CH3OH+H]+,adduct linked to 6641_[M+2ACN+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.49,Orbi_P_E2_WS03A,331.07922:51041 332.08257:0 333.08593:25158,,0,0,0,0,0,0,214825,231797,163908,0,203510.177083333,0,35330.733401648
5365,0.53,331.11139,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,164.86,Orbi_P_E2_WS03B,331.11139:983402 332.11474:159606 333.1181:51917,,0,0,0,0,0,0,2092557,2114063,1785432,0,1997350.5,0,183841.89107946
5366,2.166,331.13666,Unknown,[M+H]+,adduct linked to 5979_[M+Na]+; adduct linked to 6518_[M+2Na-H]+; adduct linked to 6840_[M+IsoProp+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.6,Orbi_P_E2_WS03A,331.13666:30137 332.14001:0 333.14337:11629,,0,0,0,0,0,0,89053,93680,81773,0,88168.5651041667,0,6002.60217199386
5367,1.38,331.13687,Unknown,[2M+H]+,adduct linked to 1284_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.8,Orbi_P_E2_WS03B,331.13687:37600 332.14022:0 333.14358:0,,0,0,0,0,0,0,130971,133404,110999,0,125124.611979167,0,12293.6898614768
5368,3.697,331.13696,Unknown,[M+CH3OH+H]+,adduct linked to 9988_[2M+NH4]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,18.36,Orbi_P_E2_WS03A,331.13696:131378 332.14031:22589 333.14367:0,,407863,398300,393392,357672,362273,381646,429188,363848,383011,383524.260416667,392015.802083333,20157.1392255951,33587.8732289102
5369,7.489,331.16806,Unknown,[M+K]+,adduct linked to 4372_[M+H]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.41,Orbi_P_E2_WS03A,331.16806:20783 332.17141:0 333.17477:0,,0,0,0,0,0,0,61352,56713,51842,0,56635.6263020833,0,4755.70260646608
5370,5.755,331.18866,Unknown,[M+2ACN+H]+,adduct linked to 3206_[M+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,19.19,Orbi_P_E2_WS03B,331.18866:132595 332.19201:30680 333.19537:14493,,0,1537,2278,1730,3070,2365,584712,611400,545821,1830.03112792969,580644.520833333,1045.98705376229,32978.0247482801
5371,5.669,331.18872,Unknown,[M+Na]+,adduct linked to 4313_[M+H-H2O]+; adduct linked to 9254_[2M+ACN+H]+,0.333,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,34.57,Orbi_P_E2_WS03B,331.18875:224551 332.1921:57235 333.19546:0,98.98481:34817,3165,2701,2629,1719,3533,4749,691473,684024,643868,3082.70035807292,673121.9375,1019.35228025392,25606.8693506529
5372,6.734,331.1911,Unknown,[M+H]+,adduct linked to 10611_[2M+K]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.74,Orbi_P_E2_WS03B,331.1911:21102 332.19445:0 333.19781:15194,,25362,43162,33117,20311,8678,31430,61561,86670,69251,27010.0776367188,72493.82421875,11843.8728865142,12864.9026248602
5373,3.878,331.20966,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.25,Orbi_P_E2_WS03C,331.20966:26943 332.21301:4442 333.21637:0,,149372,144152,151011,142914,124525,141848,156741,190346,156404,142303.587239583,167830.421875,9443.16747947791,19499.7933001803
5374,8.658,331.22516,Unknown,[M+H]+,adduct linked to 7274_[M+IsoProp+Na+H]+; adduct linked to 4293_[M+H]+,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.78,Orbi_P_E2_WS03C,331.22516:69669 332.22851:19863 333.23187:10517,,259492,310162,297193,322165,392345,279953,294296,366974,357018,310218.3984375,339429.59375,45926.615412323,39402.4848997918
5375,8.586,331.2258,Unknown,[M+Na]+,adduct linked to 4317_[M+H-H2O]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.08,Orbi_P_E2_WS03A,331.2258:58038 332.22915:10869 333.23251:6646,,10347,310808,14140,6620,18504,30345,296103,283125,176876,65127.2707519531,252034.734375,120636.656434509,65412.0893215273
5376,4.669,331.24872,Unknown,[M+ACN+Na]+,adduct linked to 3847_[M+Li]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.8,Orbi_P_E2_WS03B,331.24872:36043 332.25207:8669 333.25543:0,,0,0,0,0,0,0,82535,84945,75034,0,80837.9479166667,0,5168.80231184639
5377,3.517,331.25232,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.03,Orbi_P_E2_EXBLANKA,331.25232:131073 332.25567:79086 333.25903:0,,339972,29380,37637,0,0,0,9456,15128,11975,67831.5123697917,12186.2776692708,134353.309598494,2841.45462742816
5378,4.329,331.29572,Unknown,[M+H]+,,0.889,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.47,Orbi_P_E2_WS03C,331.29572:23057 332.29907:0 333.30243:0,,73278,75730,68337,70700,63098,71884,69854,74671,77054,70504.6087239583,73859.5442708333,4392.97833888532,3668.16751765529
5379,7.054,331.29611,Unknown,[M+K]+,adduct linked to 4955_[M+Na]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.97,Orbi_P_E2_EXBLANKA,331.29611:81512 332.29946:11459 333.30282:0,,261441,0,0,0,0,0,0,0,0,43573.4270833333,0,106732.662698536,0
5380,7.546,331.29626,Unknown,[M+NH4]+,adduct linked to 5517_[M+Na]+; adduct linked to 10135_[2M+H]+; adduct linked to 10327_[2M+Na]+; adduct linked to 10419_[2M+K]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,60.79,Orbi_P_E2_EXBLANKA,331.29626:621296 332.29961:142015 333.30297:0,,1996903,9515,0,0,0,0,0,0,0,334403.093098958,0,814464.248701726,0
5381,6.572,331.29642,Unknown,[M+CH3OH+H]+,adduct linked to 6127_[M+IsoProp+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,26.43,Orbi_P_E2_EXBLANKA,331.29642:348510 332.29977:53264 333.30313:120797,,1296990,1794,1849,0,0,0,0,0,0,216772.209574382,0,529197.415835346,0
5382,6.653,331.29642,Unknown,[M+IsoProp+H]+,adduct linked to 9603_[2M+K]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,18.63,Orbi_P_E2_EXBLANKA,331.29642:110518 332.29977:24509 333.30313:0,,495943,2226,0,0,0,0,0,0,0,83028.1866861979,0,202288.049295447,0
5383,6.504,331.29645,Unknown,[M+NH4]+,adduct linked to 6099_[M+2Na-H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,19.04,Orbi_P_E2_EXBLANKA,331.29645:210106 332.2998:39503 333.30316:35524,,903258,4216,1849,0,0,0,0,0,0,151553.901123047,0,368261.992435783,0
5384,7.668,331.29669,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,18.21,Orbi_P_E2_EXBLANKA,331.29669:186086 332.30004:50087 333.3034:0,,569620,0,0,0,0,0,0,0,0,94936.65625,0,232546.365698507,0
5385,7.853,331.33286,Unknown,[M+H]+,adduct linked to 6461_[M+ACN+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.1,Orbi_P_E2_EXBLANKA,331.33286:34846 332.33621:105752 333.33957:32703,,86409,0,0,0,0,0,0,0,0,14401.49609375,0,35276.3169623726,0
5386,7.759,331.33368,Unknown,[M+2ACN+H]+,adduct linked to 3774_[M+Na]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.29,Orbi_P_E2_EXBLANKA,331.33368:27038 332.33703:145237 333.34039:36204,,73279,0,0,0,0,0,0,1649,0,12213.1822916667,549.582682291667,29916.0647501786,951.905128689151
