cluster,cluster.size,strength,id,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,Post.curation.result,Fill..,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,Metabolite.name,Blank.1,Blank.2,Blank.3,Blank.4,Blank.5,Blank.6,QC.1,QC.2,QC.3,avg_Blank,avg_QC,sd_Blank,sd_QC,ratio_Blank,rsd_QC,rsd_min,rmd,identified_by_MSDial
204,1,0,pos_5931,pos,5931,5.039,351.215,[M+2ACN+H]+,adduct linked to 3864_[M+Li]+,0.333,50.27,Orbi_P_E2_WS03A,351.2149:652841 352.21825:146819 353.22161:16913,60.22414:3859,Unknown,5.534042e-6,6.301622e-6,6.944164e-6,7.559829e-6,6.695299e-6,8.140782e-6,1.61663e-4,1.786208e-4,1.605388e-4,6.86262319504749e-6,1.66940881172195e-4,9.20248053459936e-7,1.01307020096577e-5,0.02202317600728291,6.068436885275666,6.068436885275666,612.1606423415144,FALSE
205,2,0.02171046777807437,pos_5978,pos,5978,1.841,353.08673,[M+H]+,adduct linked to 6516_[M+Na]+; adduct linked to 6835_[M+K]+; adduct linked to 7302_[M+ACN+Na]+; adduct linked to 7559_[M+DMSO+H]+; adduct linked to 7619_[M+2ACN+H]+; adduct linked to 10717_[2M+NH4]+,0.333,91.15,Orbi_P_E2_WS03A,353.08701:469606 354.09036:140776 355.09372:8165574,69.03441:4587 93.03421:3851 95.04983:31258 129.05493:14072 161.02356:19603,Unknown,0,0,0,0,0,0,1.162885e-4,1.26027e-4,1.3413e-4,0,1.25481844103585e-4,0,8.93326117405848e-6,0,7.11916631276481,7.11916631276481,245.63370025259417,FALSE
205,2,0.02171046777807437,pos_6516,pos,6516,1.841,375.06912,[M+Na]+,adduct linked to 5978_[M+H]+,0.333,235.82,Orbi_P_E2_WS03A,375.06909:650564 376.07244:153213 377.0758:2897766,169.0471:2743,Unknown,0,0,0,0,0,0,1.61099e-4,1.905415e-4,1.854344e-4,0,1.79024985603367e-4,0,1.57329354996262e-5,0,8.788122756497685,8.788122756497685,184.28603239850315,FALSE
206,1,0,pos_6016,pos,6016,2.179,355.10275,[M+K]+,adduct linked to 6874_[M+2K-H]+,0.333,436.91,Orbi_P_E2_WS03A,355.10278:1305192 356.10613:273882 357.10949:44814,135.04398:5153 145.02832:8897,Unknown,0,0,0,0,0,0,3.232046e-4,3.405887e-4,3.30894e-4,0,3.31562429588909e-4,0,8.71133078465925e-6,0,2.627357627780711,2.627357627780711,289.352870401636,FALSE
207,1,0,pos_6018,pos,6018,1.841,355.10278,[M+IsoProp+Na+H]+,adduct linked to 4262_[M+NH4]+,0.333,384.51,Orbi_P_E2_WS03A,355.10272:6197956 356.10607:1520629 357.10943:268648,120.7497:2942 145.02875:13145,Unknown,0,0,0,0,0,0,0.0015348,0.001820173,0.001741479,0,0.00169881735928357,0,1.47392390066426e-4,0,8.676176356508668,8.676176356508668,289.43732853906596,FALSE
208,1,0,pos_6067,pos,6067,3.973,357.18903,[M+H]+,NA,0.333,27.91,Orbi_P_E2_WS03A,357.18924:297396 358.19259:66306 359.19595:17375,54.05413:2419 59.01867:2386 60.75563:5033 89.50015:2569 96.86313:2465 133.0076:3205 230.25174:2496 236.80075:2581 244.16949:2701 357.18869:99741,Unknown,2.605514e-7,5.524013e-7,0,6.100321e-7,4.826302e-7,5.53045e-7,7.364416e-5,8.032422e-5,7.609312e-5,4.09776679551517e-7,7.66871671658009e-5,2.35143602532463e-7,3.37942025021386e-6,0.00271491684534536,4.406761098512623,4.406761098512623,529.2155808928468,FALSE
209,1,0,pos_6138,pos,6138,2.179,360.12955,[M+CH3OH+H]+,adduct linked to 6791_[M+IsoProp+H]+,0.333,40.7,Orbi_P_E2_WS03A,360.12964:285803 361.13299:61656 362.13635:90004,80.54496:3460 145.04927:6275,Unknown,0,0,5.720217e-7,0,0,0,7.077344e-5,7.686629e-5,6.962833e-5,9.53369578837737e-8,7.24226871777015e-5,2.33526900444456e-7,3.89063013739646e-6,6.689135607160074e-4,5.372115132720952,5.372115132720952,359.73165767706297,FALSE
210,1,0,pos_6142,pos,6142,8.075,360.18109,[M+H]+,NA,1,39.97,Orbi_P_E2_WS03A,360.18112:429824 361.18447:103265 362.18783:0,60.58942:2508 91.05495:2850 133.06419:2539,Unknown,6.526553e-5,1.09177e-4,9.883578e-5,6.02623e-5,6.12795e-5,5.993637e-5,1.064374e-4,1.308395e-4,1.238387e-4,7.5792747035545e-5,1.20371868736887e-4,2.2179116016352e-5,1.2565007901328e-5,0.347253097824445,10.438492010781214,10.438492010781214,502.7748680531322,FALSE
211,1,0,pos_6229,pos,6229,1.451,364.16077,[M+NH4]+,adduct linked to 6730_[M+K]+,0.333,135.03,Orbi_P_E2_WS03A,364.16083:523354 365.16418:100542 366.16754:16857,61.57574:3621 85.02897:15460 135.04434:11227,Unknown,0,0,0,0,0,0,1.29598e-4,1.49798e-4,1.346136e-4,0,1.38003189931624e-4,0,1.05179376814214e-5,0,7.621517797257216,7.621517797257216,441.4808327651922,FALSE
212,1,0,pos_6262,pos,6262,2.239,365.06412,[M+H]+,adduct linked to 6957_[M+CH3OH+H]+,0.333,68.06,Orbi_P_E2_WS03A,365.06412:414187 366.06747:97934 367.07083:50121,61.5778:3961 185.0417:5267,Unknown,0,0,0,0,0,0,1.02565e-4,9.911842e-5,7.777041e-5,0,9.31512937919858e-5,0,1.34312494376756e-5,0,14.418747062889585,14.418747062889585,175.64037791498825,FALSE
213,1,0,pos_6273,pos,6273,8.073,365.13654,[2M+Na]+,adduct linked to 2841_[M+ACN+Na]+,1,60.55,Orbi_P_E2_EXBLANKA,365.13702:570282 366.14037:110627 367.14373:17677,185.04312:3046 203.05359:8168,Unknown,1.330751e-4,2.44366e-4,2.248471e-4,1.442027e-4,1.489764e-4,1.499699e-4,2.453396e-4,3.063852e-4,3.132055e-4,1.74239517946262e-4,2.88310101799046e-4,4.75453669906542e-5,3.73694788093782e-5,0.32683179928312767,12.961557217799108,12.961557217799108,373.9423066232291,FALSE
214,1,0,pos_6275,pos,6275,7.825,365.13678,[M+Na]+,adduct linked to 6144_[M+NH4]+,0.778,19.02,Orbi_P_E2_WS03A,365.13678:337935 366.14013:91491 367.14349:11497,96.86325:2715 203.05357:5605,Unknown,2.500155e-5,3.921471e-5,3.560156e-5,2.969483e-5,2.871199e-5,2.898054e-5,8.368279e-5,1.011275e-4,9.825486e-5,3.12008636077129e-5,9.43550548981875e-5,5.20407242346116e-6,9.35339392187103e-6,0.17890335735325277,9.912975973532822,9.912975973532822,374.5993487700348,FALSE
215,1,0,pos_6278,pos,6278,3.244,365.17184,[M+H]+,adduct linked to 10870_[2M+ACN+H]+; adduct linked to 7823_[M+IsoProp+Na+H]+,0.333,15.71,Orbi_P_E2_WS03A,365.17181:226671 366.17516:62589 367.17852:11740,64.59736:2509 166.08566:12367,Unknown,0,0,0,0,0,0,5.613043e-5,5.710916e-5,5.388817e-5,0,5.57092522891859e-5,0,1.65128342269177e-6,0,2.9641098288664556,2.9641098288664556,470.5729773686128,FALSE
216,1,0,pos_6297,pos,6297,5.634,365.27811,[M+Na]+,adduct linked to 5696_[M+H]+,1,58.34,Orbi_P_E2_EXBLANKA,365.27869:440860 366.28204:118061 367.2854:11222,93.23179:2983 197.91582:2559 307.2728:49563,Unknown,1.028745e-4,2.251071e-4,2.327396e-4,2.705147e-4,2.675982e-4,2.765547e-4,1.44534e-4,1.461166e-4,1.532802e-4,2.29231444488202e-4,1.47976927109994e-4,6.54388366148108e-5,4.66044824817133e-6,0.7724283570755383,3.1494425105253963,3.1494425105253963,761.3650870018641,FALSE
217,1,0,pos_6299,pos,6299,4.14,366.13187,[M+2K-H]+,adduct linked to 4750_[M+NH4]+,0.333,37.43,Orbi_P_E2_WS03A,366.13187:256276 367.13522:59267 368.13858:15419,82.0909:2642 207.77444:2666,Unknown,2.508366e-7,0,0,0,0,0,6.346167e-5,6.083505e-5,6.047513e-5,4.18060939940309e-8,6.15906186188416e-5,1.02403598424208e-7,1.63034347960117e-6,7.269710643850142e-4,2.6470646279601104,2.6470646279601104,360.17077672039903,FALSE
218,1,0,pos_6332,pos,6332,1.903,367.10059,[M+NH4]+,adduct linked to 7206_[M+IsoProp+H]+,0.333,9.58,Orbi_P_E2_WS03C,367.10028:117128 368.10363:18891 369.10699:0,85.02917:2842 96.86497:2669 130.06532:4714 144.08089:8211,Unknown,0,0,0,0,0,0,3.274852e-5,3.263285e-5,2.995557e-5,0,3.17789793674213e-5,0,1.58017562667102e-6,0,4.972392625960042,4.972392625960042,274.01209025572814,FALSE
219,1,0,pos_6333,pos,6333,2.128,367.13638,[M+2ACN+H]+,adduct linked to 4168_[M+H]+,0.333,3.78,Orbi_P_E2_WS03C,367.13638:62490 368.13973:6576 369.14309:0,109.78007:2482 229.09656:4443 243.11348:16060 287.10242:10332,Unknown,0,0,0,0,0,0,1.471668e-5,1.504156e-5,1.598171e-5,0,1.52466506430452e-5,0,6.56979931847095e-7,0,4.309011514911166,4.309011514911166,371.4695884945376,FALSE
220,1,0,pos_6336,pos,6336,2.302,367.15076,[M+H]+,adduct linked to 6810_[M+Na]+,0.333,83.02,Orbi_P_E2_WS03A,367.15063:1136194 368.15398:246996 369.15734:48427,132.00443:2505 229.09773:8604 243.11284:14809 287.10233:10694 299.10303:42975,Unknown,0,0,0,0,0,0,2.813558e-4,2.811659e-4,2.652392e-4,0,2.7592031013531e-4,0,9.25061291547608e-6,0,3.352639358421866,3.352639358421866,410.6215114466633,FALSE
221,1,0,pos_6343,pos,6343,3.737,367.2099,[M+Na]+,adduct linked to 6195_[M+NH4]+,0.333,14.5,Orbi_P_E2_WS03A,367.2099:253000 368.21325:52826 369.21661:0,220.35175:2512,Unknown,3.75086e-7,2.606541e-6,2.016562e-6,3.133714e-6,2.547225e-6,2.588647e-6,6.265029e-5,5.715515e-5,5.309822e-5,2.21129591674677e-6,5.76345531347518e-5,9.66633753674246e-7,4.79404456896583e-6,0.01797626002824835,8.318004232213218,8.318004232213218,571.6076826904848,FALSE
222,1,0,pos_6382,pos,6382,2.195,369.09482,[M+H]+,NA,0.222,10.16,Orbi_P_E2_WS03A,369.09659:22710 370.09994:8011 371.1033:18764,91.17694:2801 117.03425:3358 145.02856:64304,Unknown,0,0,0,0,0,0,5.623712e-6,5.848389e-6,4.982378e-6,0,5.48482618493532e-6,0,4.49400711829784e-7,0,8.193526953764053,8.193526953764053,256.8987557181837,FALSE
223,1,0,pos_6385,pos,6385,1.449,369.11627,[M+2ACN+H]+,adduct linked to 4354_[M+Li]+,0.333,122.97,Orbi_P_E2_WS03A,369.11633:826251 370.11968:157808 371.12304:25565,61.42562:2346 89.09657:2616 203.05295:50772,Unknown,0,0,0,0,0,0,2.046045e-4,2.179844e-4,2.074316e-4,0,2.10006798927983e-4,0,7.05191879341992e-6,0,3.357947851887506,3.357947851887506,314.99559745764094,FALSE
224,1,0,pos_6389,pos,6389,2.308,369.11862,[M+H]+,adduct linked to 7132_[M+K]+; adduct linked to 7250_[M+2Na-H]+,0.333,90.11,Orbi_P_E2_WS03A,369.11853:1565333 370.12188:359405 371.12524:46067,91.17694:2801 117.03425:3358 145.02856:64304,Unknown,0,0,0,0,0,0,3.876234e-4,3.920446e-4,3.969949e-4,0,3.92220982272799e-4,0,4.68824938388892e-6,0,1.195308154276186,1.195308154276186,321.36010911620025,FALSE
225,1,0,pos_6390,pos,6390,2.702,369.11868,[M+Na]+,adduct linked to 7142_[M+IsoProp+H]+; similar chromatogram in higher mz_9883,0.333,17.72,Orbi_P_E2_WS03A,369.11877:333515 370.12212:77764 371.12548:14516,61.57808:2802 124.50606:2771,Unknown,0,0,0,0,0,0,8.25883e-5,8.8028e-5,6.213019e-5,0,7.75821608840488e-5,0,1.36554089264514e-5,0,17.601222717758827,17.601222717758827,321.52260622514007,FALSE
226,1,0,pos_6394,pos,6394,2.248,369.16629,[M+H]+,NA,0.111,12.34,Orbi_P_E2_WS03C,369.16629:149464 370.16964:46034 371.173:28597,117.03401:3286 175.03915:4185,Unknown,0,0,0,0,0,0,3.851804e-5,3.983232e-5,3.822551e-5,0,3.88586231565569e-5,0,8.55838758259185e-7,0,2.2024423119962577,2.2024423119962577,450.44741219466056,FALSE
227,1,0,pos_6395,pos,6395,2.118,369.1669,[M+H]+,NA,0.333,11.53,Orbi_P_E2_WS03B,369.16699:201267 370.17034:53038 371.1737:17899,126.3615:2606,Unknown,0,0,0,0,0,0,5.043838e-5,4.965367e-5,5.024021e-5,0,5.01107557890161e-5,0,4.08056431468876e-7,0,0.8143090740577473,0.8143090740577473,452.099037048008,FALSE
228,3,1.024587401349759e-4,pos_7645,pos,7645,2.395,436.1825,[M+ACN+Na]+,adduct linked to 6494_[M+2H]+,0.333,60.39,Orbi_P_E2_WS03A,436.18219:259152 437.18554:69785 438.1889:12254,69.03427:3112 73.02927:18492,Unknown,0,0,0,0,0,0,6.417392e-5,6.425538e-5,6.238648e-5,0,6.36052573099732e-5,0,1.05628099524819e-6,0,1.6606818994545076,1.6606818994545076,418.4028474319913,FALSE
228,3,1.024587401349759e-4,pos_6494,pos,6494,2.389,374.14514,[M+2H]+,adduct linked to 7645_[M+ACN+Na]+,0.333,55.54,Orbi_P_E2_WS03A,374.14514:343902 375.14849:72729 376.15185:9360,53.27713:2559 92.6063:2885 177.05481:95168,Unknown,0,0,0,0,0,0,8.516045e-5,8.368252e-5,7.962115e-5,0,8.28213718098899e-5,0,2.86830118628423e-6,0,3.4632379585165474,3.4632379585165474,387.92432263058726,FALSE
229,1,0,pos_6556,pos,6556,2.179,377.08478,[M+2ACN+H]+,adduct linked to 4580_[M+Li]+,0.333,83.9,Orbi_P_E2_WS03A,377.08478:380112 378.08813:74284 379.09149:0,97.20215:2437 179.03191:2753 197.04247:2911,Unknown,0,0,0,0,0,0,9.412718e-5,9.369529e-5,9.030879e-5,0,9.27104216922695e-5,0,2.09105157852048e-6,0,2.25546550253135,2.25546550253135,224.83007667406625,FALSE
230,1,0,pos_6558,pos,6558,2.233,377.08484,[M+CH3OH+H]+,adduct linked to 5908_[M+Li]+,0.333,90.85,Orbi_P_E2_WS03B,377.08484:376534 378.08819:73690 379.09155:30763,143.02875:2643 185.0215:6282,Unknown,0,0,0,0,0,0,8.382005e-5,9.289318e-5,7.334622e-5,0,8.33531521493569e-5,0,9.7818416591554e-6,0,11.735419005663688,11.735419005663688,224.98915628638267,FALSE
231,2,0,pos_6928,pos,6928,2.462,395.07455,[M+K]+,adduct linked to 6060_[M+H]+; similar chromatogram in higher mz_7718,0.333,21.46,Orbi_P_E2_WS03A,395.07468:279535 396.07803:66178 397.08139:30898,50.23018:2759 64.3364:2635 97.42679:2388 102.22157:2485 103.24263:2441 184.51767:2372 338.70648:2699,Unknown,0,0,0,0,0,0,6.922134e-5,7.062151e-5,7.86299e-5,0,7.28242521290667e-5,0,5.07634408803572e-6,0,6.970677953601084,6.970677953601084,188.6985633470643,FALSE
231,2,0,pos_6599,pos,6599,2.462,379.1004,[M+Na]+,adduct linked to 6060_[M+H]+,0.333,75.8,Orbi_P_E2_WS03A,379.10062:942053 380.10397:236134 381.10733:37946,98.01771:2812 117.3879:2930,Unknown,0,0,0,0,0,0,2.332805e-4,2.391685e-4,2.668855e-4,0,2.46444809211728e-4,0,1.7945271828562e-5,0,7.281659486341499,7.281659486341499,264.8374942363004,FALSE
232,1,0,pos_662,pos,662,1.162,136.06189,[M+H]+,NA,0.333,27.77,Orbi_P_E2_WS03A,136.06189:233594 137.06524:25304 138.0686:93721,77.331:2368,Unknown,8.650706e-6,2.200693e-5,1.899765e-5,2.169958e-5,2.306487e-5,2.356452e-5,5.784491e-5,6.121651e-5,5.773316e-5,1.96640427626941e-5,5.89315265339489e-5,5.62404742681905e-6,1.97964199790981e-6,0.16620769936051652,3.3592240254787735,3.3592240254787735,454.8665316938147,FALSE
233,1,0,pos_664,pos,664,0.584,136.06206,[M+ACN+2H]2+,adduct linked to 4700_[M+2K-H]+,1,295.66,Orbi_P_E2_WS03A,136.06206:5703606 137.06541:632725 138.06877:20403012,94.04085:26096 136.06204:2432497,Unknown,3.269302e-5,6.464412e-5,7.056375e-5,8.040584e-5,7.7053e-5,7.849711e-5,0.001412384,0.001335027,0.001357219,6.73094727972057e-5,0.00136820999129365,1.79310188852101e-5,3.98325396831355e-5,0.02472554421023631,2.911288467165308,2.911288467165308,456.1153932257269,FALSE
234,1,0,pos_6642,pos,6642,0.548,381.0798,[M+H]+,adduct linked to 7461_[M+2Na-H]+; adduct linked to 1835_[M+2H]2+; adduct linked to 2441_[M-C6H10O5+H]+,0.333,1792.83,Orbi_P_E2_WS03A,381.07956:15604619 382.08291:2647460 383.08627:1618416,52.1227:11742 113.67965:13204,Unknown,3.137688e-7,1.10161e-6,2.200165e-6,9.615508e-7,9.147415e-7,1.125452e-6,0.003864171,0.004225042,0.004277703,1.1028813039123e-6,0.00412230550621947,6.13614042744298e-7,2.25095937353644e-4,1.3227228230274575e-4,5.460438024645037,5.460438024645037,209.4049592761869,FALSE
235,1,0,pos_665,pos,665,0.811,136.06209,[M+Na]+,adduct linked to 228_[M+H]+,1,253.76,Orbi_P_E2_WS03A,136.06209:4918601 137.06544:528120 138.0688:758121,80.24477:2313 112.05082:4063 136.062:1814939,Unknown,3.772808e-5,7.841794e-5,8.058317e-5,8.304599e-5,8.678973e-5,8.438591e-5,0.001217993,0.001193736,0.001093358,7.51584696748372e-5,0.00116836236945043,1.85673364962795e-5,6.60783508171108e-5,0.03250255716125935,5.655638399942005,5.655638399942005,456.3357802310104,FALSE
236,1,0,pos_667,pos,667,2.64,136.07603,[M+Na]+,adduct linked to 1967_[M+IsoProp+Na+H]+,0.333,47.26,Orbi_P_E2_WS03A,136.07605:323535 137.0794:40935 138.08276:13520,80.69554:2202 136.07553:12908,Unknown,3.739138e-6,7.849496e-6,7.322615e-6,8.349103e-6,7.663475e-6,8.85427e-6,8.011696e-5,8.525569e-5,8.158646e-5,7.29634962226555e-6,8.23197018083495e-5,1.82376538241453e-6,2.6466735182705e-6,0.04483803224745148,3.215115531434121,3.215115531434121,558.731761942224,FALSE
237,1,0,pos_6691,pos,6691,1.099,383.14554,[M+ACN+Na]+,adduct linked to 1117_[M-C6H10O5+H]+,0.333,33.5,Orbi_P_E2_WS03A,383.14551:230979 384.14886:64833 385.15222:8165,130.06593:2771 175.08701:11414,Unknown,0,0,0,0,0,0,5.719741e-5,6.333457e-5,5.924198e-5,0,5.99246523051988e-5,0,3.12501511337035e-6,0,5.21490737644086,5.21490737644086,379.8556548511114,FALSE
238,1,0,pos_670,pos,670,0.982,137.04611,[M+H]+,adduct linked to 4419_[2M+Na]+; similar chromatogram in higher mz_8858,0.333,30.29,Orbi_P_E2_WS03A,137.0461:221400 138.04945:262326 139.05281:273028,110.03561:3148,Unknown,6.788482e-7,1.564608e-6,2.444205e-6,1.532008e-6,3.21373e-6,1.145036e-6,5.482525e-5,5.858505e-5,5.825085e-5,1.76307241872564e-6,5.72203862247989e-5,9.18546747971098e-7,2.08096524275933e-6,0.01531389403244247,3.636754975025762,3.636754975025762,336.4561022563775,FALSE
239,1,0,pos_6708,pos,6708,3.134,384.14496,[M+H]+,adduct linked to 7122_[M+Na]+,0.333,82.68,Orbi_P_E2_WS03A,384.14505:212524 385.1484:50271 386.15176:5235,67.34328:2460 106.66898:2504 190.08682:20553 293.07968:3595,Unknown,0,0,0,0,0,0,5.262734e-5,6.802798e-5,6.18593e-5,0,6.08382082039801e-5,0,7.7509291763695e-6,0,12.74023250386001,12.74023250386001,377.35754752587656,FALSE
240,2,0.02171046777807437,pos_7185,pos,7185,2.574,409.18399,[M+Na]+,adduct linked to 6774_[M+H]+,0.333,54.56,Orbi_P_E2_WS03A,409.18423:1168196 410.18758:284408 411.19094:58004,121.19813:2587 203.05298:50938,Unknown,2.178024e-6,4.011182e-7,3.491411e-6,5.072839e-6,4.677534e-6,4.389734e-6,2.892803e-4,2.9957e-4,2.793346e-4,3.36844347733252e-6,2.89394976183151e-4,1.78319688927816e-6,1.01182013315659e-5,0.00594842473812333,3.496329295351118,3.496329295351118,449.65102373627656,FALSE
240,2,0.02171046777807437,pos_6774,pos,6774,2.574,387.20193,[M+H]+,adduct linked to 7185_[M+Na]+; adduct linked to 7088_[M+NH4]+,0.333,63.05,Orbi_P_E2_WS03A,387.20218:482020 388.20553:122189 389.20889:23514,61.60343:3275 85.06566:4967 113.06026:5957,Unknown,0,0,0,0,5.203252e-7,4.779095e-7,1.193626e-4,1.260687e-4,1.156899e-4,1.66372454183753e-7,1.20373731382036e-4,2.58091870547122e-7,5.26272328343615e-6,5.911890203484184e-4,4.371986498228246,4.371986498228246,521.5108302791889,FALSE
241,1,0,pos_6814,pos,6814,3.91,389.17142,[M+H]+,adduct linked to 7221_[M+Na]+; adduct linked to 7503_[M+K]+,0.333,14.64,Orbi_P_E2_WS03A,389.17163:189460 390.17498:54209 391.17834:8855,163.29933:2880 172.03966:6202,Unknown,0,0,0,0,0,0,4.691599e-5,4.701896e-5,4.402404e-5,0,4.59863294963725e-5,0,1.70016907540258e-6,0,3.697118456772448,3.697118456772448,440.4742773763086,FALSE
242,1,0,pos_6875,pos,6875,1.841,393.05872,[M+H]+,adduct linked to 8285_[M+2ACN+H]+,0.333,32.91,Orbi_P_E2_WS03A,393.0589:334839 394.06225:90312 395.06561:49729,52.03463:2528 60.06275:10162 75.9899:2785 77.27262:2462 96.86321:4769 138.33344:2741 164.4191:2577 205.85062:2912,Unknown,0,0,0,0,0,0,8.291609e-5,9.443956e-5,9.348559e-5,0,9.02804094948806e-5,0,6.395503752386e-6,0,7.084043801051501,7.084043801051501,149.39243683486754,FALSE
243,1,0,pos_6917,pos,6917,4.407,394.22293,[M+CH3OH+H]+,adduct linked to 7478_[M+ACN+Na]+,1,40.43,Orbi_P_E2_EXBLANKB,394.22397:190247 395.22732:47285 396.23068:10636,135.08084:16301,Unknown,4.06098e-5,9.759484e-5,8.017896e-5,9.406051e-5,1.043362e-4,1.01795e-4,9.244434e-5,8.828544e-5,1.022854e-4,8.64292184511821e-5,9.4338380828655e-5,2.39923285797387e-5,7.18958093126914e-6,0.45953563708637374,7.621056104754901,7.621056104754901,565.4922203536445,FALSE
244,1,0,pos_7008,pos,7008,5.964,399.23227,[M+Na]+,adduct linked to 7935_[M+2K-H]+,0.333,81.61,Orbi_P_E2_WS03A,399.23239:1824772 400.23574:598598 401.2391:107916,81.07071:8628 95.08639:19419 107.08598:17995 123.11712:7379 127.0758:17353 181.10207:3354 219.11766:4749 229.10158:5620 243.11752:6757 259.14795:14550 263.1434:41009 287.14349:6731 293.15363:9087 325.15924:12886 357.2215:8734,Unknown,0,0,0,0,0,0,4.518681e-4,5.359377e-4,4.921116e-4,0,4.93305803198988e-4,0,4.20474848529623e-5,0,8.52361447611054,8.52361447611054,581.7916472534351,FALSE
245,1,0,pos_7188,pos,7188,3.196,409.18439,[M+Na]+,adduct linked to 7471_[M+K]+,0.333,5.67,Orbi_P_E2_WS03A,409.18439:219381 410.18774:60114 411.1911:11930,107.01114:3779,Unknown,0,5.021201e-7,0,5.230911e-7,7.363589e-7,4.82819e-7,5.432531e-5,5.365888e-5,4.920199e-5,3.74064853758682e-7,5.23953955659332e-5,3.03822464448788e-7,2.78556902307169e-6,0.00314428105568942,5.3164385782074906,5.3164385782074906,450.6281385758816,FALSE
246,1,0,pos_7239,pos,7239,2.88,412.21906,[M+NH4]+,adduct linked to 7318_[M+Na]+,0.333,26.31,Orbi_P_E2_WS03B,412.21906:189647 413.22241:54023 414.22577:13270,115.03918:5170,Unknown,0,0,4.317073e-7,0,0,0,4.320609e-5,4.678706e-5,4.056354e-5,7.19512106191663e-8,4.35188958363142e-5,1.7624375239248e-7,3.1235256621062e-6,8.398468167517731e-4,7.1774009934778364,7.1774009934778364,531.4164755021593,FALSE
247,1,0,pos_7286,pos,7286,2.669,415.13702,[M+H]+,adduct linked to 7658_[M+Na]+,0.333,16.24,Orbi_P_E2_WS03B,415.13712:201141 416.14047:47622 417.14383:8222,71.02974:2393 89.06041:4126 365.42474:2761,Unknown,0,0,0,0,0,0,5.047442e-5,4.962263e-5,4.661344e-5,0,4.89034985851807e-5,0,2.02845867371592e-6,0,4.1478804838118615,4.1478804838118615,330.0596993253139,FALSE
248,1,0,pos_7317,pos,7317,2.162,417.13715,[M+H]+,adduct linked to 11119_[2M+Na]+,0.333,91.53,Orbi_P_E2_WS03A,417.13727:328413 418.14062:91772 419.14398:13880,107.32182:2485 142.98311:2751 266.68558:2635 317.08447:65135,Unknown,0,0,0,0,0,0,8.132499e-5,8.635277e-5,9.013816e-5,0,8.59386370090457e-5,0,4.42115639539813e-6,0,5.14455028526083,5.14455028526083,328.78874490085485,FALSE
249,1,0,pos_7323,pos,7323,5.964,417.24298,[M+H]+,NA,0.333,2532.53,Orbi_P_E2_WS03A,417.24292:14406149 418.24627:4899036 419.24963:865250,97.06548:10463 109.06538:20942 123.08092:8059 125.0604:26063 209.09627:9759 221.09573:22935 231.11687:16274 263.08429:16595 275.14288:12189 277.15909:14666 293.19125:5771 357.18253:5740 371.23932:15110 399.23203:72974,Unknown,0,0,0,0,0,0,0.003567394,0.004282458,0.003882189,0,0.0039106806119283,0,3.58382347217486e-4,0,9.164193724344388,9.164193724344388,582.3465262375142,FALSE
250,2,0,pos_7938,pos,7938,4.866,453.2637,[2M+K]+,adduct linked to 2205_[M+H]+,0.333,40.89,Orbi_P_E2_WS03A,453.2634:363417 454.26675:98957 455.27011:0,96.86633:12069 121.10059:2600 197.13248:3682 263.14252:9149 265.15851:10774 281.15463:28312,Unknown,0,0,0,0,0,0,8.999286e-5,9.242583e-5,8.958078e-5,0,9.06664912084428e-5,0,1.53749821211812e-6,0,1.695773368557301,1.695773368557301,581.7805396725386,FALSE
250,2,0,pos_7324,pos,7324,4.862,417.24301,[M+NH4]+,adduct linked to 11116_[2M+3H2O+2H]+; found in higher mz's MsMs_7938,0.333,134.42,Orbi_P_E2_WS03A,417.24313:786773 418.24648:279485 419.24984:54909,81.0705:4894 95.08625:6050 125.06:8569 221.1322:14827 235.14844:248900 249.12807:10798 263.1434:515769 277.15939:7502 371.23743:8274,Unknown,0,0,0,0,0,0,1.948285e-4,2.196777e-4,2.07198e-4,0,2.07234741537832e-4,0,1.2424676908567e-5,0,5.995460421533036,5.995460421533036,582.4183849120122,FALSE
251,2,0.00361841129634572,pos_7627,pos,7627,6.686,435.25378,[M+H]+,adduct linked to 7328_[M+H-H2O]+,0.333,59.21,Orbi_P_E2_WS03A,435.25381:572849 436.25716:226648 437.26052:2492395,89.77454:2672 123.0444:10901 169.10187:4136 197.09756:3630 223.11229:3872 247.14824:11637,Unknown,1.070306e-5,1.20701e-5,1.078538e-5,0,0,0,1.418545e-4,1.511197e-4,1.262061e-4,5.59308970575027e-6,1.39726738173825e-4,6.14607632904458e-6,1.25923577617153e-5,0.02720033566793558,9.012131769690324,9.012131769690324,583.0621390582894,FALSE
251,2,0.00361841129634572,pos_7328,pos,7328,6.686,417.24329,[M+H-H2O]+,adduct linked to 7627_[M+H]+; similar chromatogram in higher mz_11250,0.333,81.45,Orbi_P_E2_WS03A,417.24316:529360 418.24651:182924 419.24987:1011352,95.08605:3584 107.08563:4861 109.1017:9746 169.1015:4516 197.09578:9920 235.11017:3320 245.13289:8249 289.15829:15077 303.17447:9483,Unknown,0,0,0,0,0,0,1.310853e-4,1.349956e-4,1.161422e-4,0,1.27407710048525e-4,0,9.95021739917394e-6,0,7.809745105209299,7.809745105209299,583.0890653747883,FALSE
